,변수명,변수설명
591,BE3_33,걷기 지속 시간(분)
592,BE5_1,1주일간 근력운동 일수
593,BE9,하루 60분 이상 신체활동 실천 일수
594,PA_AEROBIC,유산소 신체활동 실천율
595,LW_MS,(만10세이상)월경여부
596,LW_MP_E,무월경사유 기타
597,LW_MP_A,폐경연령
598,LW_MS_A,초경연령
599,LW_PR,(만15세이상)임신경험여부
600,LW_PR_1,(만15세이상)임신횟수
601,LW_MT,(만15세이상)출산경험
602,LW_MT_A1,(만15세이상)첫 출산연령
603,LW_MT_A2,(만15세이상)마지막 출산연령
604,LW_BR,모유수유 경험 여부
605,LW_BR_CH,모유수유 자녀수
606,LW_BR_DUR,모유수유기간(월 환산)
607,LW_BR_YY,모유수유기간(연)
608,LW_BR_MM,모유수유기간(월)
609,LW_OC,경구피임약 복용여부
610,HE_FST,공복시간
611,HE_HPDG,고혈압 의사진단 여부
612,HE_HPDR,검진당일 고혈압 약 복용 여부
613,HE_DMDG,당뇨병 의사진단 여부
614,HE_DMDR,검진당일 당뇨병 약 복용 여부
615,HE_MENS,생리여부
616,HE_PRG,임신여부
617,HE_DPRG,임신개월수
618,HE_FH,만성질환 의사진단 가족력 여부
619,HE_HPFH1,고혈압 의사진단 여부(부)
620,HE_HPFH2,고혈압 의사진단 여부(모)
621,HE_HPFH3,고혈압 의사진단 여부(형제자매)
622,HE_HLFH1,고지혈증 의사진단 여부(부)
623,HE_HLFH2,고지혈증 의사진단 여부(모)
624,HE_HLFH3,고지혈증 의사진단 여부(형제자매)
625,HE_IHDFH1,허혈성심장질환 의사진단 여부(부)
626,HE_IHDFH2,허혈성심장질환 의사진단 여부(모)
627,HE_IHDFH3,허혈성심장질환 의사진단 여부(형제자매)
628,HE_STRFH1,뇌졸중 의사진단 여부(부)
629,HE_STRFH2,뇌졸중 의사진단 여부(모)
630,HE_STRFH3,뇌졸중 의사진단 여부(형제자매)
631,HE_DMFH1,당뇨병 의사진단 여부(부)
632,HE_DMFH2,당뇨병 의사진단 여부(모)
633,HE_DMFH3,당뇨병 의사진단 여부(형제자매)
634,HE_THFH1,갑상선질환 의사진단 여부(부)
635,HE_THFH2,갑상선질환 의사진단 여부(모)
636,HE_THFH3,갑상선질환 의사진단 여부(형제자매)
637,HE_HBFH1,B형간염 의사진단 여부(부)
638,HE_HBFH2,B형간염 의사진단 여부(모)
639,HE_HBFH3,B형간염 의사진단 여부(형제자매)
640,HE_RPLS,맥박 규칙성 여부
641,HE_PLS,15초 맥박수
642,HE_MPLS,60초 맥박수
643,HE_NARM,혈압 측정 팔
644,HE_SBP1,1차 수축기 혈압
645,HE_DBP1,1차 이완기 혈압
646,HE_SBP2,2차 수축기 혈압
647,HE_DBP2,2차 이완기 혈압
648,HE_SBP3,3차 수축기 혈압
649,HE_DBP3,3차 이완기 혈압
650,HE_SBP,"최종 수축기 혈압(2,3차 평균)"
651,HE_DBP,"최종 이완기 혈압(2,3차 평균)"
652,HE_HP,고혈압 유병여부(19세이상)
653,HE_HT,신장
654,HE_WT,체중
655,HE_WC,허리둘레
656,HE_BMI,체질량지수
657,HE_OBE,비만 유병여부(19세이상)
658,HE_WT_PCT,소아청소년 체중 백분위수(1~18세)
659,HE_BMI_PCT,소아청소년 체질량지수 백분위수 (2~18세)
660,HE_GLU,공복혈당
661,HE_HBA1C,당화혈색소
662,HE_DM,당뇨병 유병여부(19세이상)
663,HE_CHOL,총콜레스테롤
664,HE_HDL_ST2,HDL-콜레스테롤(보정값)
665,HE_TG,중성지방
666,HE_LDL_DRCT,LDL-콜레스테롤(직접검사)
667,HE_HCHOL,고콜레스테롤혈증 유병여부(19세이상)
668,HE_HTG,고중성지방혈증 유병여부(10세이상)
669,HE_HBSAG,B형간염표면항원(수치)
670,HE_AST,AST(SGOT)
671,HE_ALT,ALT(SGPT)
672,HE_ALT_ETC,ALT(SGPT) 장비분석범위
673,HE_HEPAB,B형간염표면항원 양성여부(10세이상)
674,HE_HCV,C형간염항체(수치)
675,HE_HEPAC,C형간염항체 양성여부(10세이상)
676,HE_HB,헤모글로빈
677,HE_HCT,헤마토크리트
678,HE_ANEM,빈혈 유병여부(10세이상)
679,HE_BUN,혈중요소질소
680,HE_CREA,혈중크레아티닌
681,HE_WBC,백혈구
682,HE_RBC,적혈구
683,HE_BPLT,혈소판
684,HE_HSCRP,고감도 C반응단백검사
685,HE_HSCRP_ETC,고감도 C반응단백검사 장비분석범위
686,HE_UACID,요산
687,HE_UACID_ETC,요산 장비분석범위
688,HE_FOLATE,엽산
689,HE_FOLATE_ETC,엽산 장비분석범위
690,HE_VITA,비타민A
691,HE_VITE,비타민E
692,HE_PB,납
693,HE_HG,수은
694,HE_CD,카드뮴
695,HE_NI,니켈
696,HE_UPH,요산도
697,HE_UNITR,아질산염
698,HE_USG,요비중
699,HE_UPRO,요단백
700,HE_UGLU,요당
701,HE_UKET,요케톤
702,HE_UBIL,요빌리루빈
703,HE_UBLD,요잠혈
704,HE_URO,유로빌리노겐
705,HE_UCOT,요코티닌
706,HE_UCOT_ETC,요코티닌 검출한계
707,HE_NNAL,NNAL
708,HE_NNAL_ETC,NNAL 검출한계
709,HE_UCREA,요크레아티닌
710,HE_UNA,요나트륨
711,HE_UNA_ETC,요나트륨 장비분석범위
712,HE_UKAL,요칼륨
713,HE_UKAL_ETC,요칼륨 장비분석범위
714,HE_FVC,노력성 폐활량
715,HE_FVCP,노력성 폐활량 (정상추정치와의 비율)
716,HE_FEV1,1초간 노력성 호기량
717,HE_FEV1P,1초간 노력성 호기량 (정상추정치와의 비율)
718,HE_FEV1FVC,1초간 노력성 호기량 / 노력성 폐활량
719,HE_FEV6,6초간 노력성 호기량
720,HE_FEF25_75,노력성 호기 중간유량
721,HE_PEF,최대 호기유속
722,HE_COPD,폐기능 판정결과
723,HE_COUGH1,연속 3개월이상 기침 경험여부
724,HE_COUGH2,연속 3개월이상 기침 경험기간
725,HE_SPUT1,연속 3개월이상 가래 경험여부
726,HE_SPUT2,연속 3개월이상 가래 경험기간
727,HE_PFTDR,만성폐쇄성폐질환 의사진단 여부
728,HE_PFTAG,만성폐쇄성폐질환 의사진단 연령
729,HE_PFTTR,만성폐쇄성폐질환 치료 여부
730,HE_PFTHS,만성폐쇄성폐질환 입원 여부
731,O_DTD,우식유치 수 (우식유치 수의 총 합)
732,O_DTP,우식영구치 수 (우식영구치 수의 총 합)
733,O_DID,유치우식유병자 여부
734,O_DIP,영구치우식유병자 여부
735,O_DFTD,우식경험유치 수 (우식유치 + 충전유치)
736,O_DMFTP,우식경험영구치 수 (우식영구치+상실영구치+충전영구치)
737,O_DFID,유치우식경험 여부
738,O_DMFIP,영구치우식경험 여부
739,O_치아번호B,협면 (Buccal)
740,O_치아번호D,원심면 (Distal)
741,O_치아번호O,교합면 (Occlusal)
742,O_치아번호M,근심면 (Mesial)
743,O_치아번호L,설면/구개면 (Lingual)
744,O_TN치아번호,치료필요
745,"
O_PROS_U",상악 보철물상태
746,O_PROS_L,하악 보철물상태
747,O_IMP_U,상악 임플란트 존재
748,O_IMP_L,하악 임플란트 존재
749,O_BR_N_U,상악 고정성가공의치 필요단위 수
750,O_BR_N_L,하악 고정성가공의치 필요단위 수
751,O_DENT_U,상악 국소의치 및 총의치 필요
752,O_DENT_L,하악 국소의치 및 총의치 필요
753,O_F,치아반점도 (만11세)
754,O_CPI_UR,상악우측 구치부 치주조직상태 (만12세 이상)
755,O_CPI_UM,상악전치부 치주조직상태
756,O_CPI_UL,상악좌측 구치부 치주조직상태
757,O_CPI_LR,하악우측 구치부 치주조직상태
758,O_CPI_LM,하악전치부 치주조직상태
759,O_CPI_LL,하악좌측 구치부 치주조직상태
760,NO_CPI_34,치주질환 유병 여부
761,OR1,본인인지 구강건강상태
762,O_PAIN,최근 1년간 치통 경험유무
763,O_ORTHO,교정치료 경험 유무
764,BM1_0,어제 하루 칫솔질 여부
765,BM1_1,칫솔질 시기: 아침식사 전
766,BM1_2,칫솔질 시기: 아침식사 후
767,BM1_3,칫솔질 시기: 점심식사 전
768,BM1_4,칫솔질 시기: 점심식사 후
769,BM1_5,칫솔질 시기: 저녁식사 전
770,BM1_6,칫솔질 시기: 저녁식사 후
771,BM1_7,칫솔질 시기: 간식 후
772,BM1_8,칫솔질 시기: 잠자기 전
773,BM2_1,사용용품: 치실(Floss)
774,BM2_3,사용용품: 치간칫솔
775,BM2_2,사용용품: 양치용액(구강세정액)
776,BM2_4,사용용품: 전동칫솔
777,BM2_5,"사용용품: 기타(워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품)"
778,BM13,운동 또는 사고로 인한 치아손상 경험여부
779,BM13_1,치아손상 사유: 운동
780,BM13_2,치아손상 사유: 폭력
781,BM13_3,치아손상 사유: 교통사고
782,BM13_4,치아손상 사유: 안전사고
783,BM13_5,치아손상 사유: 기타
784,BM13_6,치아손상 사유: 기타상세
785,BM7,(성인) 씹기 문제
786,O_CHEW_D,저작불편 호소 여부
787,BM8,(성인) 말하기 문제
788,OR1_2,최근 1년간 구강검진 여부
789,MO4_00,치과병의원 이용 여부
790,MO4_4,"진료항목: 구강검사 (시진, X-ray 촬영 등)"
791,MO4_9,진료항목: 잇몸병 치료 (잇몸수술 포함)
792,MO4_7,진료항목: 단순 충치치료 (치아충전)
793,MO4_8,진료항목: 치아신경치료
794,MO4_17,"진료항목: 예방치료 (실란트, 불소도포, 단순 스케일링 등)"
795,MO4_11,진료항목: 발치 또는 구강내수술 (유치가 흔들려서 빼는 것은 제외)
796,MO4_12,진료항목: 다쳐서 빠지거나 부러진 치아 치료
797,MO4_18,"진료항목: 보철물 제작,수리 (브릿지, 임플란트, 틀니 등의 보철물)"
798,MO4_15,"진료항목: 기타 (교정치료, 심미치료 등)"
799,BM14,치과진료 미치료 여부
800,BM14_1,치과진료 미치료 이유
801,BM14_2,치과진료 미치료 이유 기타상세
802,T_EX,이비인후검사 설문 및 검진 여부
803,T_Q_HR,본인 청력
804,T_Q_HR1,보청기 및 인공와우 사용 여부
805,T_Q_VN,이명 여부
806,T_Q_VN1,이명에 따른 생활불편
807,T_NQ_PH,시끄러운 장소에서 이어폰 사용경험
808,T_NQ_PH_T,이어폰 사용시간 
809,T_NQ_OCP,작업장 내 소음노출 경험
810,T_NQ_OCP_T,작업장 내 소음노출 기간
811,T_NQ_OCP_P,청력보호장비 착용여부
812,T_NQ_LS,작업장 외 소음노출 경험
813,T_NQ_LS_T,작업장 외 소음노출 시간
814,T_NQ_FIR,순간적 소음노출 경험
815,T_NQ_FIR_P,청력보호장비 착용여부
816,E_EX,안검사 설문 및 검진여부
817,E_Q_EX,안과검사 받은 시기
818,E_Q_FAM,안과 질환 가족력 여부
819,E_Q_FAM1,안과 질환 가족력 질환
820,E_DG,안과 질환 진단 여부
821,E_DG1,안과 질환 진단 경험
822,E_PEO,과거 안과 수술여부
823,E_PEO_1,과거에 받은 안과 수술명
824,E_DR,현재 안약 사용 여부
825,E_DR1,현재 사용 안약 종류
826,E_NWT,하루평균 근거리작업시간
827,E_CO,시력측정불가능
828,E_CO_1,시력측정불가능 원인
829,E_PO,부모의 근시여부
830,E_PO_1,부모의 근시
831,E_CR_M,시력검사: 시력 측정방법_우안
832,E_CR_1,시력검사: 시력_우안
833,E_CL_M,시력검사: 시력 측정방법_좌안
834,E_CL_1,시력검사: 시력_좌안
835,E_DO,자동굴절검사 불가능
836,E_DR_DSPH,시력검사: 자동굴절_Dsph_우안
837,E_DR_DCYL,시력검사: 자동굴절_Dcyl_우안
838,E_DR_A,시력검사: 자동굴절_A_우안
839,E_DR_2_1,시력검사: 자동굴절_교정시력_우안
840,E_DR_3_1,시력검사: 자동굴절/핀홀_교정시력_우안
841,E_DL_DSPH,시력검사: 자동굴절_Dsph_좌안
842,E_DL_DCYL,시력검사: 자동굴절_Dcyl_좌안
843,E_DL_A,시력검사: 자동굴절_A_좌안
844,E_DL_2_1,시력검사: 자동굴절_교정시력_좌안
845,E_DL_3_1,시력검사: 자동굴절/핀홀_교정시력_좌안
846,E_AMD,나이관련황반변성 유병여부
847,E_EM,망막전막(황반부) 유병여부
848,E_DM,당뇨망막병증 유병여부
849,E_GR,녹내장 유병여부
850,GS_USE,주요 사용하는 손
851,GS_MEA_R_1,1차 악력측정_오른손
852,GS_MEA_R_2,2차 악력측정_오른손
853,GS_MEA_R_3,3차 악력측정_오른손
854,GS_MEA_L_1,1차 악력측정_왼손
855,GS_MEA_L_2,2차 악력측정_왼손
856,GS_MEA_L_3,3차 악력측정_왼손
857,L_BR,식품섭취조사 1일 전 아침결식 여부
858,L_LN,식품섭취조사 1일 전 점심결식 여부
859,L_DN,식품섭취조사 1일 전 저녁결식 여부
860,L_BR_FQ,최근 1년 동안 1주 동안 아침식사 빈도
861,L_LN_FQ,최근 1년 동안 1주 동안 점심식사 빈도
862,L_DN_FQ,최근 1년동안 1주 동안 저녁식사 빈도
863,L_OUT_FQ,외식 횟수
864,L_BR_TO,최근 1년 동안 아침식사 시 가족 및 가족 외 사람과의 동반 여부
865,L_BR_WHO,최근 1년 동안 아침식사 시 동반대상 
866,L_LN_TO,최근 1년 동안 점심식사 시 가족 및 가족 외 사람과의 동반 여부
867,L_LN_WHO,최근 1년 동안 점심식사 시 동반 대상 
868,L_DN_TO,최근 1년 동안 저녁식사 시 가족 및 가족 외 사람과의 동반 여부
869,L_DN_WHO,최근 1년 동안 저녁식사 시 동반 대상 
870,LS_1YR,최근 1년 동안 2주 이상 식이보충제 복용여부
871,LK_EDU,영양교육 여부
872,LK_LB_CO,영양표시 인지여부
873,LK_LB_US,영양표시 이용여부
874,LK_LB_IT,영양표시 중 관심영양소
875,LK_LB_EF,영양표시 영향여부
876,Y_BTH_WT,출생시 체중
877,Y_MTM_YN,모유 수유 여부
878,Y_MTM_S1,모유 시작시기1차 
879,Y_MTM_S2,모유 시작시기2차 
880,Y_MTM_D1,모유 수유기간1차 
881,Y_MTM_D2,모유 수유기간2차 
882,Y_FM_YN,조제분유 수유 여부
883,Y_FM_S1,조제분유 시작시기1차 
884,Y_FM_S2,조제분유 시작시기2차 
885,Y_FM_D1,조제분유 수유기간1차 
886,Y_FM_D2,조제분유 수유기간2차 
887,Y_MLK_ST,일반우유(생우유) 시작시기(개월)
888,Y_WN_ST,이유보충식 시작시기(개월)
889,Y_SUP_YN,영양제 복용 여부
890,Y_SUP_KD1,비타민/무기질제 
891,Y_SUP_KD3,유산균영양제/정장제
892,Y_SUP_KD4,초유영양제
893,Y_SUP_KD7,기타
894,FS_FFQ,식품섭취빈도조사 여부
895,FS_CHANG,식사 종류와 양의 변화
896,FS_CHANG_O,식사 종류와 양의 변화 시기
897,FS_MEAL,하루 섭취 끼니 수
898,FS_MEAL_O,기타를 선택한 경우 하루 섭취 끼니 수
899,FF_RICE,[쌀밥]의 최근 1년간 평균섭취빈도
900,FA_RICE,[쌀밥]의 1회 평균섭취량
901,FF_BARLEY,[잡곡밥] 최근 1년간 평균섭취빈도
902,FA_BARLEY,[잡곡밥]의 1회 평균섭취량
903,FF_BIBIM,"[비빔밥, 볶음밥]의 최근 1년간 평균섭취빈도"
904,FA_BIBIM,"[비빔밥, 볶음밥]의 1회 평균섭취량"
905,FF_GIMBAB,[김밥]의 최근 1년간 평균섭취빈도
906,FA_GIMBAB,[김밥]의 1회 평균섭취량
907,FF_CURRY,[카레라이스]의 최근 1년간 평균섭취빈도
908,FA_CURRY,[카레라이스]의 1회 평균 섭취량
909,FF_INSTNO,"[라면, 컵라면]의 최근 1년간 평균섭취빈도"
910,FA_INSTNO,"[라면, 컵라면]의 1회 평균 섭취량"
911,FF_WHNO,"[국수, 칼국수, 우동]의 평균섭취빈도"
912,FA_WHNO,"[국수, 칼국수, 우동]의 1회 평균 섭취량"
913,FF_CHNO,"[짜장면, 짬뽕]의 년 평균 최근 1년간 평균섭취빈도"
914,FA_CHNO,"[짜장면, 짬뽕]의 1회 평균섭취량"
915,FF_BUNO,[냉면]의 최근 1년간 평균섭취빈도
916,FA_BUNO,[냉면]의 1회 평균섭취량
917,FF_S_RCAK,[떡국]의 최근 1년간 평균섭취빈도
918,FA_S_RCAK,[떡국]의 1회 평균섭취량
919,FF_DUMP,[만두]의 최근 1년간 평균섭취빈도
920,FA_DUMP,[만두]의 1회 평균섭취량
921,FF_BRE,[식빵]의 최근 1년간 평균섭취빈도
922,FA_BRE,[식빵]의 1회 평균섭취량
923,FF_BUTTER,"[버터, 마아가린]의 최근 1년간 평균섭취빈도"
924,FA_BUTTER,"[버터, 마아가린]의 1회 평균섭취량"
925,FF_JAM,[잼]의 최근 1년간 평균섭취빈도
926,FA_JAM,[잼]의 1회 평균섭취량
927,FF_RB_BRE,"[단팥빵, 호빵, 크림빵]의 최근 1년간 평균섭취빈도"
928,FA_RB_BRE,"[단팥빵, 호빵, 크림빵]의 1회 평균섭취량"
929,FF_CAKE,"[카스테라, 케이크, 초코파이]의 최근 1년간 평균섭취빈도"
930,FA_CAKE,"[카스테라, 케이크, 초코파이]의 1회 평균섭취량"
931,FF_PIZZA,[피자]의 최근 1년간 평균섭취빈도
932,FA_PIZZA,[피자]의 1회 평균섭취량
933,FF_HAMBER,"[햄버거, 샌드위치]의 최근 1년간 평균섭취빈도"
934,FA_HAMBER,"[햄버거, 샌드위치]의 1회 평균섭취량"
935,FF_RCAK,"[백설기, 시루떡, 인절미, 절편]의 최근 1년간 평균섭취빈도"
936,FA_RCAK,"[백설기, 시루떡, 인절미, 절편]의 1회 평균섭취량"
937,FF_F_RCAK,[떡볶이]의 최근 1년간 평균섭취빈도
938,FA_F_RCAK,[떡볶이]의 1회 평균섭취량
939,FF_CEREAL,[시리얼]의 최근 1년간 평균섭취빈도
940,FA_CEREAL,[시리얼]의 1회 평균섭취량
941,FF_T_BEEF,"[설렁탕, 곰탕, 사골국]의 최근 1년간 평균섭취빈도"
942,FA_T_BEEF,"[설렁탕, 곰탕, 사골국]의 1회 평균섭취량"
943,FF_T_POTA,[감자탕]의 최근 1년간 평균섭취빈도
944,FA_T_POTA,[감자탕]의 1회 평균섭취량
945,FF_T_LOAC,[추어탕]의 최근 1년간 평균섭취빈도
946,FA_T_LOAC,[추어탕]의1회 평균섭취량
947,FF_J_POLL,"[동태찌개, 해물매운탕]의 최근 1년간 평균섭취빈도"
948,FA_J_POLL,"[동태찌개, 해물매운탕]의 1회 평균섭취량"
949,FF_S_SWED,[미역국]의 최근 1년간 평균섭취빈도
950,FA_S_SWED,[미역국]의 1회 평균섭취량
951,FF_S_BEEF,"[쇠고기국, 육개장, 무국]의 최근 1년간 평균섭취빈도"
952,FA_S_BEEF,"[쇠고기국, 육개장, 무국]의 1회 평균섭취량"
953,FF_S_POLL,[북어국]의 최근 1년간 평균섭취빈도
954,FA_S_POLL,[북어국]의 1회 평균섭취량
955,FF_S_SOYP,[된장국]의 최근 1년간 평균섭취빈도
956,FA_S_SOYP,[된장국]의 1회 평균섭취량
957,FF_J_SOYP,"[된장찌개, 청국장찌개]의 최근 1년간 평균섭취빈도"
958,FA_J_SOYP,"[된장찌개, 청국장찌개]의 1회 평균섭취량"
959,FF_J_KIMC,"[김치찌개, 김치볶음]의 최근 1년간 평균섭취빈도"
960,FA_J_KIMC,"[김치찌개, 김치볶음]의 1회 평균섭취량"
961,FF_J_BUDA,[부대찌개]의 최근 1년간 평균섭취빈도
962,FA_J_BUDA,[부대찌개]의 1회 평균섭취량
963,FF_J_BNCD,"[두부찌개, 순두부찌개]의 최근 1년간 평균섭취빈도"
964,FA_J_BNCD,"[두부찌개, 순두부찌개]의 1회 평균섭취량"
965,FF_BNCURD,"[두부, 두부조림, 두부부침]의 최근 1년간 평균섭취빈도"
966,FA_BNCURD,"[두부, 두부조림, 두부부침]의 1회 평균섭취량"
967,FF_S_BEAN,[콩조림]의 최근 1년간 평균섭취빈도
968,FA_S_BEAN,[콩조림]의 1회 평균섭취량
969,FF_F_EGG,"[달걀후라이, 달걀말이]의 최근 1년간 평균섭취빈도"
970,FA_F_EGG,"[달걀후라이, 달걀말이]의 1회 평균섭취량"
971,FF_S_EGG,"[삶은 달걀, 달걀찜]의 최근 1년간 평균섭취빈도"
972,FA_S_EGG,"[삶은 달걀, 달걀찜]의 1회 평균섭취량"
973,FF_R_PORK,[돼지고기 삼겹살구이]의 최근 1년간 평균섭취빈도
974,FA_R_PORK,[돼지고기 삼겹살구이]의 1회 평균섭취량
975,FF_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 최근 1년간 평균섭취빈도"
976,FA_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 1회 평균섭취량"
977,FF_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 최근 1년간 평균섭취빈도"
978,FA_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 1회 평균섭취량"
979,FF_C_PORK,"[돼지고기 탕수육, 돈까스]의 최근 1년간 평균섭취빈도"
980,FA_C_PORK,"[돼지고기 탕수육, 돈까스]의 1회 평균섭취량"
981,FF_R_BEEF,[쇠고기 생고기구이]의 최근 1년간 평균섭취빈도
982,FA_R_BEEF,[쇠고기 생고기구이]의 1회 평균섭취량
983,FF_F_BEEF,[쇠고기불고기]의 최근 1년간 평균섭취빈도
984,FA_F_BEEF,[쇠고기불고기]의 1회 평균섭취량
985,FF_HAM,[햄]의 최근 1년간 평균섭취빈도
986,FA_HAM,[햄]의 1회 평균섭취량
987,FF_PORKBY,[순대]의 최근 1년간 평균섭취빈도
988,FA_PORKBY,[순대]의 1회 평균섭취량
989,FF_T_CHIC,[삼계탕(닭백숙)]의 최근 1년간 평균섭취빈도
990,FA_T_CHIC,[삼계탕(닭백숙)]의 1회 평균섭취량
991,FF_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 최근 1년간 평균섭취빈도"
992,FA_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 1회 평균섭취량"
993,FF_F_CHIC,[치킨(닭튀김)]의 최근 1년간 평균섭취빈도
994,FA_F_CHIC,[치킨(닭튀김)]의 1회 평균섭취량
995,FF_R_DUCK,[오리고기 로스구이]의 최근 1년간 평균섭취빈도
996,FA_R_DUCK,[오리고기 로스구이]의 1회 평균섭취량
997,FF_MACKER,"[고등어, 꽁치(구이, 조림)]의 최근 1년간 평균섭취빈도"
998,FA_MACKER,"[고등어, 꽁치(구이, 조림)]의 1회 평균섭취량"
999,FF_HAIRT,"[갈치, 조기(구이, 조림)]의 최근 1년간 평균섭취빈도"
1000,FA_HAIRT,"[갈치, 조기(구이, 조림)]의 1회 평균섭취량"
1001,FF_ANCH,"[멸치, 멸치볶음]의 최근 1년간 평균섭취빈도"
1002,FA_ANCH,"[멸치, 멸치볶음]의 1회 평균섭취량"
1003,FF_SQUID,"[오징어, 오징어채, 마른 오징어]의 최근 1년간 평균섭취빈도"
1004,FA_SQUID,"[오징어, 오징어채, 마른 오징어]의 1회 평균섭취량"
1005,FF_SCRAB,[게장]의 최근 1년간 평균섭취빈도
1006,FA_SCRAB,[게장]의 1회 평균섭취량
1007,FF_SFISH,"[새우젓, 오징어젓, 조개젓]의 최근 1년간 평균섭취빈도"
1008,FA_SFISH,"[새우젓, 오징어젓, 조개젓]의 1회 평균섭취량"
1009,FF_FPASTE,"[어묵(볶음, 국)]의 최근 1년간 평균섭취빈도"
1010,FA_FPASTE,"[어묵(볶음, 국)]의 1회 평균섭취량"
1011,FF_SPROU,"[콩나물(무침, 국), 숙주나물]의 최근 1년간 평균섭취빈도"
1012,FA_SPROU,"[콩나물(무침, 국), 숙주나물]의 1회 평균섭취량"
1013,FF_SPINAC,[시금치나물]의 최근 1년간 평균섭취빈도
1014,FA_SPINAC,[시금치나물]의 1회 평균섭취량
1015,FF_BELLFI,"[도라지(생채, 나물)]의 최근 1년간 평균섭취빈도"
1016,FA_BELLFI,"[도라지(생채, 나물)]의 1회 평균섭취량"
1017,FF_PUMPKI,"[호박(나물, 전)]의 최근 1년간 평균섭취빈도"
1018,FA_PUMPKI,"[호박(나물, 전)]의 1회 평균섭취량"
1019,FF_OVEG,[기타 나물]의 최근 1년간 평균섭취빈도
1020,FA_OVEG,[기타 나물]의 1회 평균섭취량
1021,FF_CUCUMB,"[오이(생채, 생오이)]의 최근 1년간 평균섭취빈도"
1022,FA_CUCUMB,"[오이(생채, 생오이)]의 1회 평균섭취량"
1023,FF_RADI,"[무(생채,단무지,무말랭이)]의 최근 1년간 평균섭취빈도"
1024,FA_RADI,"[무(생채,단무지,무말랭이)]의 1회 평균섭취량"
1025,FF_VSALAD,[채소샐러드]의 최근 1년간 평균섭취빈도
1026,FA_VSALAD,[채소샐러드]의 1회 평균섭취량
1027,FF_GREENO,"[파무침, 부추무침]의 최근 1년간 평균섭취빈도"
1028,FA_GREENO,"[파무침, 부추무침]의 1회 평균섭취량"
1029,FF_RAWVEG,"[쌈채소, 풋고추]의 최근 1년간 평균섭취빈도"
1030,FA_RAWVEG,"[쌈채소, 풋고추]의 1회 평균섭취량"
1031,FF_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 최근 1년간 평균섭취빈도"
1032,FA_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 1회 평균섭취량"
1033,FF_GARLIC,[마늘]의 최근 1년간 평균섭취빈도
1034,FA_GARLIC,[마늘]의 1회 평균섭취량
1035,FF_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 최근 1년간 평균섭취빈도"
1036,FA_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 1회 평균섭취량"
1037,FF_KIMCHI,[배추김치]의 최근 1년간 평균섭취빈도
1038,FA_KIMCHI,[배추김치]의 1회 평균섭취량
1039,FF_OKIMCH,"[기타김치, 겉절이]의 최근 1년간 평균섭취빈도"
1040,FA_OKIMCH,"[기타김치, 겉절이]의 1회 평균섭취량"
1041,FF_SVEG,"[장아찌, 오이피클]의 최근 1년간 평균섭취빈도"
1042,FA_SVEG,"[장아찌, 오이피클]의 1회 평균섭취량"
1043,FF_ROOT,"[연근조림, 우엉조림]의 최근 1년간 평균섭취빈도"
1044,FA_ROOT,"[연근조림, 우엉조림]의 1회 평균섭취량"
1045,FF_PCAKE,"[부침개류(부추전, 김치전 등)]의 최근 1년간 평균섭취빈도"
1046,FA_PCAKE,"[부침개류(부추전, 김치전 등)]의 1회 평균섭취량"
1047,FF_F_VEG,[잡채]의 최근 1년간 평균섭취빈도
1048,FA_F_VEG,[잡채]의 1회 평균섭취량
1049,FF_MUSHRO,[버섯볶음]의 최근 1년간 평균섭취빈도
1050,FA_MUSHRO,[버섯볶음]의 1회 평균섭취량
1051,FF_LAV,"[김구이, 생김, 김무침]의 최근 1년간 평균섭취빈도"
1052,FA_LAV,"[김구이, 생김, 김무침]의 1회 평균섭취량"
1053,FF_GLAV,"[파래무침, 미역초무침]의 최근 1년간 평균섭취빈도"
1054,FA_GLAV,"[파래무침, 미역초무침]의 1회 평균섭취량"
1055,FF_F_SWED,[미역줄기볶음]의 최근 1년간 평균섭취빈도
1056,FA_F_SWED,[미역줄기볶음]의 1회 평균섭취량
1057,FF_F_POTA,"[감자볶음, 감자조림]의 최근 1년간 평균섭취빈도"
1058,FA_F_POTA,"[감자볶음, 감자조림]의 1회 평균섭취량"
1059,FF_S_POTA,"[찐감자, 군감자]의 최근 1년간 평균섭취빈도"
1060,FA_S_POTA,"[찐감자, 군감자]의 1회 평균섭취량"
1061,FF_SWPOTA,"[찐고구마, 군고구마]의 최근 1년간 평균섭취빈도"
1062,FA_SWPOTA,"[찐고구마, 군고구마]의 1회 평균섭취량"
1063,FF_CORN,"[찐옥수수, 군옥수수]의 최근 1년간 평균섭취빈도"
1064,FA_CORN,"[찐옥수수, 군옥수수]의 1회 평균섭취량"
