,변수명,변수설명7,변수설명8
756,O_CPI_UL,상악좌측 구치부 치주조직상태,
757,O_CPI_LR,하악우측 구치부 치주조직상태,
758,O_CPI_LM,하악전치부 치주조직상태,
759,O_CPI_LL,하악좌측 구치부 치주조직상태,
760,NO_CPI_34,치주질환 유병 여부,
777,BM2_5,"사용용품: 기타(워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품)","사용용품: 워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품"
790,MO4_4,"진료항목: 구강검사 (시진, X-ray 촬영 등)",진료항목: 구강검사
791,MO4_9,진료항목: 잇몸병 치료 (잇몸수술 포함),진료항목: 잇몸병 치료
792,MO4_7,진료항목: 단순 충치치료 (치아충전),진료항목: 단순 충치치료
794,MO4_17,"진료항목: 예방치료 (실란트, 불소도포, 단순 스케일링 등)",진료항목: 예방치료
795,MO4_11,진료항목: 발치 또는 구강내수술 (유치가 흔들려서 빼는 것은 제외),진료항목: 발치 또는 구강내 수술
797,MO4_18,"진료항목: 보철물 제작,수리 (브릿지, 임플란트, 틀니 등의 보철물)","진료항목: 보철물 제작,수리"
798,MO4_15,"진료항목: 기타 (교정치료, 심미치료 등)",진료항목: 기타
802,T_EX,이비인후검사 설문 및 검진 여부,이비인후검사 설문 및 검진여부
804,T_Q_HR1,보청기 및 인공와우 사용 여부,
805,T_Q_VN,이명 여부,이명경험
806,T_Q_VN1,이명에 따른 생활불편,
807,T_NQ_PH,시끄러운 장소에서 이어폰 사용경험,
808,T_NQ_PH_T,이어폰 사용시간 ,
809,T_NQ_OCP,작업장 내 소음노출 경험,직업적 소음노출
810,T_NQ_OCP_T,작업장 내 소음노출 기간,
811,T_NQ_OCP_P,청력보호장비 착용여부,
812,T_NQ_LS,작업장 외 소음노출 경험,
813,T_NQ_LS_T,작업장 외 소음노출 시간,
814,T_NQ_FIR,순간적 소음노출 경험,
815,T_NQ_FIR_P,청력보호장비 착용여부,
816,E_EX,안검사 설문 및 검진여부,
817,E_Q_EX,안과검사 받은 시기,
818,E_Q_FAM,안과 질환 가족력 여부,
819,E_Q_FAM1,안과 질환 가족력 질환,
820,E_DG,안과 질환 진단 여부,
821,E_DG1,안과 질환 진단 경험,
822,E_PEO,과거 안과 수술여부,
823,E_PEO_1,과거에 받은 안과 수술명,
824,E_DR,현재 안약 사용 여부,
825,E_DR1,현재 사용 안약 종류,
826,E_NWT,하루평균 근거리작업시간,
827,E_CO,시력측정불가능,
828,E_CO_1,시력측정불가능 원인,
829,E_PO,부모의 근시여부,
830,E_PO_1,부모의 근시,
831,E_CR_M,시력검사: 시력 측정방법_우안,
832,E_CR_1,시력검사: 시력_우안,
833,E_CL_M,시력검사: 시력 측정방법_좌안,
834,E_CL_1,시력검사: 시력_좌안,
835,E_DO,자동굴절검사 불가능,
836,E_DR_DSPH,시력검사: 자동굴절_Dsph_우안,
837,E_DR_DCYL,시력검사: 자동굴절_Dcyl_우안,
838,E_DR_A,시력검사: 자동굴절_A_우안,
839,E_DR_2_1,시력검사: 자동굴절_교정시력_우안,
840,E_DR_3_1,시력검사: 자동굴절/핀홀_교정시력_우안,
841,E_DL_DSPH,시력검사: 자동굴절_Dsph_좌안,
842,E_DL_DCYL,시력검사: 자동굴절_Dcyl_좌안,
843,E_DL_A,시력검사: 자동굴절_A_좌안,
844,E_DL_2_1,시력검사: 자동굴절_교정시력_좌안,
845,E_DL_3_1,시력검사: 자동굴절/핀홀_교정시력_좌안,
846,E_AMD,나이관련황반변성 유병여부,
847,E_EM,망막전막(황반부) 유병여부,
848,E_DM,당뇨망막병증 유병여부,
849,E_GR,녹내장 유병여부,
894,FS_FFQ,식품섭취빈도조사 여부,
895,FS_CHANG,식사 종류와 양의 변화,
896,FS_CHANG_O,식사 종류와 양의 변화 시기,
897,FS_MEAL,하루 섭취 끼니 수,
898,FS_MEAL_O,기타를 선택한 경우 하루 섭취 끼니 수,
899,FF_RICE,[쌀밥]의 최근 1년간 평균섭취빈도,
900,FA_RICE,[쌀밥]의 1회 평균섭취량,
901,FF_BARLEY,[잡곡밥] 최근 1년간 평균섭취빈도,
902,FA_BARLEY,[잡곡밥]의 1회 평균섭취량,
903,FF_BIBIM,"[비빔밥, 볶음밥]의 최근 1년간 평균섭취빈도",
904,FA_BIBIM,"[비빔밥, 볶음밥]의 1회 평균섭취량",
905,FF_GIMBAB,[김밥]의 최근 1년간 평균섭취빈도,
906,FA_GIMBAB,[김밥]의 1회 평균섭취량,
907,FF_CURRY,[카레라이스]의 최근 1년간 평균섭취빈도,
908,FA_CURRY,[카레라이스]의 1회 평균 섭취량,
909,FF_INSTNO,"[라면, 컵라면]의 최근 1년간 평균섭취빈도",
910,FA_INSTNO,"[라면, 컵라면]의 1회 평균 섭취량",
911,FF_WHNO,"[국수, 칼국수, 우동]의 평균섭취빈도",
912,FA_WHNO,"[국수, 칼국수, 우동]의 1회 평균 섭취량",
913,FF_CHNO,"[짜장면, 짬뽕]의 년 평균 최근 1년간 평균섭취빈도",
914,FA_CHNO,"[짜장면, 짬뽕]의 1회 평균섭취량",
915,FF_BUNO,[냉면]의 최근 1년간 평균섭취빈도,
916,FA_BUNO,[냉면]의 1회 평균섭취량,
917,FF_S_RCAK,[떡국]의 최근 1년간 평균섭취빈도,
918,FA_S_RCAK,[떡국]의 1회 평균섭취량,
919,FF_DUMP,[만두]의 최근 1년간 평균섭취빈도,
920,FA_DUMP,[만두]의 1회 평균섭취량,
921,FF_BRE,[식빵]의 최근 1년간 평균섭취빈도,
922,FA_BRE,[식빵]의 1회 평균섭취량,
923,FF_BUTTER,"[버터, 마아가린]의 최근 1년간 평균섭취빈도",
924,FA_BUTTER,"[버터, 마아가린]의 1회 평균섭취량",
925,FF_JAM,[잼]의 최근 1년간 평균섭취빈도,
926,FA_JAM,[잼]의 1회 평균섭취량,
927,FF_RB_BRE,"[단팥빵, 호빵, 크림빵]의 최근 1년간 평균섭취빈도",
928,FA_RB_BRE,"[단팥빵, 호빵, 크림빵]의 1회 평균섭취량",
929,FF_CAKE,"[카스테라, 케이크, 초코파이]의 최근 1년간 평균섭취빈도",
930,FA_CAKE,"[카스테라, 케이크, 초코파이]의 1회 평균섭취량",
931,FF_PIZZA,[피자]의 최근 1년간 평균섭취빈도,
932,FA_PIZZA,[피자]의 1회 평균섭취량,
933,FF_HAMBER,"[햄버거, 샌드위치]의 최근 1년간 평균섭취빈도",
934,FA_HAMBER,"[햄버거, 샌드위치]의 1회 평균섭취량",
935,FF_RCAK,"[백설기, 시루떡, 인절미, 절편]의 최근 1년간 평균섭취빈도",
936,FA_RCAK,"[백설기, 시루떡, 인절미, 절편]의 1회 평균섭취량",
937,FF_F_RCAK,[떡볶이]의 최근 1년간 평균섭취빈도,
938,FA_F_RCAK,[떡볶이]의 1회 평균섭취량,
939,FF_CEREAL,[시리얼]의 최근 1년간 평균섭취빈도,
940,FA_CEREAL,[시리얼]의 1회 평균섭취량,
941,FF_T_BEEF,"[설렁탕, 곰탕, 사골국]의 최근 1년간 평균섭취빈도",
942,FA_T_BEEF,"[설렁탕, 곰탕, 사골국]의 1회 평균섭취량",
943,FF_T_POTA,[감자탕]의 최근 1년간 평균섭취빈도,
944,FA_T_POTA,[감자탕]의 1회 평균섭취량,
945,FF_T_LOAC,[추어탕]의 최근 1년간 평균섭취빈도,
946,FA_T_LOAC,[추어탕]의1회 평균섭취량,
947,FF_J_POLL,"[동태찌개, 해물매운탕]의 최근 1년간 평균섭취빈도",
948,FA_J_POLL,"[동태찌개, 해물매운탕]의 1회 평균섭취량",
949,FF_S_SWED,[미역국]의 최근 1년간 평균섭취빈도,
950,FA_S_SWED,[미역국]의 1회 평균섭취량,
951,FF_S_BEEF,"[쇠고기국, 육개장, 무국]의 최근 1년간 평균섭취빈도",
952,FA_S_BEEF,"[쇠고기국, 육개장, 무국]의 1회 평균섭취량",
953,FF_S_POLL,[북어국]의 최근 1년간 평균섭취빈도,
954,FA_S_POLL,[북어국]의 1회 평균섭취량,
955,FF_S_SOYP,[된장국]의 최근 1년간 평균섭취빈도,
956,FA_S_SOYP,[된장국]의 1회 평균섭취량,
957,FF_J_SOYP,"[된장찌개, 청국장찌개]의 최근 1년간 평균섭취빈도",
958,FA_J_SOYP,"[된장찌개, 청국장찌개]의 1회 평균섭취량",
959,FF_J_KIMC,"[김치찌개, 김치볶음]의 최근 1년간 평균섭취빈도",
960,FA_J_KIMC,"[김치찌개, 김치볶음]의 1회 평균섭취량",
961,FF_J_BUDA,[부대찌개]의 최근 1년간 평균섭취빈도,
962,FA_J_BUDA,[부대찌개]의 1회 평균섭취량,
963,FF_J_BNCD,"[두부찌개, 순두부찌개]의 최근 1년간 평균섭취빈도",
964,FA_J_BNCD,"[두부찌개, 순두부찌개]의 1회 평균섭취량",
965,FF_BNCURD,"[두부, 두부조림, 두부부침]의 최근 1년간 평균섭취빈도",
966,FA_BNCURD,"[두부, 두부조림, 두부부침]의 1회 평균섭취량",
967,FF_S_BEAN,[콩조림]의 최근 1년간 평균섭취빈도,
968,FA_S_BEAN,[콩조림]의 1회 평균섭취량,
969,FF_F_EGG,"[달걀후라이, 달걀말이]의 최근 1년간 평균섭취빈도",
970,FA_F_EGG,"[달걀후라이, 달걀말이]의 1회 평균섭취량",
971,FF_S_EGG,"[삶은 달걀, 달걀찜]의 최근 1년간 평균섭취빈도",
972,FA_S_EGG,"[삶은 달걀, 달걀찜]의 1회 평균섭취량",
973,FF_R_PORK,[돼지고기 삼겹살구이]의 최근 1년간 평균섭취빈도,
974,FA_R_PORK,[돼지고기 삼겹살구이]의 1회 평균섭취량,
975,FF_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 최근 1년간 평균섭취빈도",
976,FA_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 1회 평균섭취량",
977,FF_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 최근 1년간 평균섭취빈도",
978,FA_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 1회 평균섭취량",
979,FF_C_PORK,"[돼지고기 탕수육, 돈까스]의 최근 1년간 평균섭취빈도",
980,FA_C_PORK,"[돼지고기 탕수육, 돈까스]의 1회 평균섭취량",
981,FF_R_BEEF,[쇠고기 생고기구이]의 최근 1년간 평균섭취빈도,
982,FA_R_BEEF,[쇠고기 생고기구이]의 1회 평균섭취량,
983,FF_F_BEEF,[쇠고기불고기]의 최근 1년간 평균섭취빈도,
984,FA_F_BEEF,[쇠고기불고기]의 1회 평균섭취량,
985,FF_HAM,[햄]의 최근 1년간 평균섭취빈도,
986,FA_HAM,[햄]의 1회 평균섭취량,
987,FF_PORKBY,[순대]의 최근 1년간 평균섭취빈도,
988,FA_PORKBY,[순대]의 1회 평균섭취량,
989,FF_T_CHIC,[삼계탕(닭백숙)]의 최근 1년간 평균섭취빈도,
990,FA_T_CHIC,[삼계탕(닭백숙)]의 1회 평균섭취량,
991,FF_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 최근 1년간 평균섭취빈도",
992,FA_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 1회 평균섭취량",
993,FF_F_CHIC,[치킨(닭튀김)]의 최근 1년간 평균섭취빈도,
994,FA_F_CHIC,[치킨(닭튀김)]의 1회 평균섭취량,
995,FF_R_DUCK,[오리고기 로스구이]의 최근 1년간 평균섭취빈도,
996,FA_R_DUCK,[오리고기 로스구이]의 1회 평균섭취량,
997,FF_MACKER,"[고등어, 꽁치(구이, 조림)]의 최근 1년간 평균섭취빈도",
998,FA_MACKER,"[고등어, 꽁치(구이, 조림)]의 1회 평균섭취량",
999,FF_HAIRT,"[갈치, 조기(구이, 조림)]의 최근 1년간 평균섭취빈도",
1000,FA_HAIRT,"[갈치, 조기(구이, 조림)]의 1회 평균섭취량",
1001,FF_ANCH,"[멸치, 멸치볶음]의 최근 1년간 평균섭취빈도",
1002,FA_ANCH,"[멸치, 멸치볶음]의 1회 평균섭취량",
1003,FF_SQUID,"[오징어, 오징어채, 마른 오징어]의 최근 1년간 평균섭취빈도",
1004,FA_SQUID,"[오징어, 오징어채, 마른 오징어]의 1회 평균섭취량",
1005,FF_SCRAB,[게장]의 최근 1년간 평균섭취빈도,
1006,FA_SCRAB,[게장]의 1회 평균섭취량,
1007,FF_SFISH,"[새우젓, 오징어젓, 조개젓]의 최근 1년간 평균섭취빈도",
1008,FA_SFISH,"[새우젓, 오징어젓, 조개젓]의 1회 평균섭취량",
1009,FF_FPASTE,"[어묵(볶음, 국)]의 최근 1년간 평균섭취빈도",
1010,FA_FPASTE,"[어묵(볶음, 국)]의 1회 평균섭취량",
1011,FF_SPROU,"[콩나물(무침, 국), 숙주나물]의 최근 1년간 평균섭취빈도",
1012,FA_SPROU,"[콩나물(무침, 국), 숙주나물]의 1회 평균섭취량",
1013,FF_SPINAC,[시금치나물]의 최근 1년간 평균섭취빈도,
1014,FA_SPINAC,[시금치나물]의 1회 평균섭취량,
1015,FF_BELLFI,"[도라지(생채, 나물)]의 최근 1년간 평균섭취빈도",
1016,FA_BELLFI,"[도라지(생채, 나물)]의 1회 평균섭취량",
1017,FF_PUMPKI,"[호박(나물, 전)]의 최근 1년간 평균섭취빈도",
1018,FA_PUMPKI,"[호박(나물, 전)]의 1회 평균섭취량",
1019,FF_OVEG,[기타 나물]의 최근 1년간 평균섭취빈도,
1020,FA_OVEG,[기타 나물]의 1회 평균섭취량,
1021,FF_CUCUMB,"[오이(생채, 생오이)]의 최근 1년간 평균섭취빈도",
1022,FA_CUCUMB,"[오이(생채, 생오이)]의 1회 평균섭취량",
1023,FF_RADI,"[무(생채,단무지,무말랭이)]의 최근 1년간 평균섭취빈도",
1024,FA_RADI,"[무(생채,단무지,무말랭이)]의 1회 평균섭취량",
1025,FF_VSALAD,[채소샐러드]의 최근 1년간 평균섭취빈도,
1026,FA_VSALAD,[채소샐러드]의 1회 평균섭취량,
1027,FF_GREENO,"[파무침, 부추무침]의 최근 1년간 평균섭취빈도",
1028,FA_GREENO,"[파무침, 부추무침]의 1회 평균섭취량",
1029,FF_RAWVEG,"[쌈채소, 풋고추]의 최근 1년간 평균섭취빈도",
1030,FA_RAWVEG,"[쌈채소, 풋고추]의 1회 평균섭취량",
1031,FF_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 최근 1년간 평균섭취빈도",
1032,FA_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 1회 평균섭취량",
1033,FF_GARLIC,[마늘]의 최근 1년간 평균섭취빈도,
1034,FA_GARLIC,[마늘]의 1회 평균섭취량,
1035,FF_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 최근 1년간 평균섭취빈도",
1036,FA_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 1회 평균섭취량",
1037,FF_KIMCHI,[배추김치]의 최근 1년간 평균섭취빈도,
1038,FA_KIMCHI,[배추김치]의 1회 평균섭취량,
1039,FF_OKIMCH,"[기타김치, 겉절이]의 최근 1년간 평균섭취빈도",
1040,FA_OKIMCH,"[기타김치, 겉절이]의 1회 평균섭취량",
1041,FF_SVEG,"[장아찌, 오이피클]의 최근 1년간 평균섭취빈도",
1042,FA_SVEG,"[장아찌, 오이피클]의 1회 평균섭취량",
1043,FF_ROOT,"[연근조림, 우엉조림]의 최근 1년간 평균섭취빈도",
1044,FA_ROOT,"[연근조림, 우엉조림]의 1회 평균섭취량",
1045,FF_PCAKE,"[부침개류(부추전, 김치전 등)]의 최근 1년간 평균섭취빈도",
1046,FA_PCAKE,"[부침개류(부추전, 김치전 등)]의 1회 평균섭취량",
1047,FF_F_VEG,[잡채]의 최근 1년간 평균섭취빈도,
1048,FA_F_VEG,[잡채]의 1회 평균섭취량,
1049,FF_MUSHRO,[버섯볶음]의 최근 1년간 평균섭취빈도,
1050,FA_MUSHRO,[버섯볶음]의 1회 평균섭취량,
1051,FF_LAV,"[김구이, 생김, 김무침]의 최근 1년간 평균섭취빈도",
1052,FA_LAV,"[김구이, 생김, 김무침]의 1회 평균섭취량",
1053,FF_GLAV,"[파래무침, 미역초무침]의 최근 1년간 평균섭취빈도",
1054,FA_GLAV,"[파래무침, 미역초무침]의 1회 평균섭취량",
1055,FF_F_SWED,[미역줄기볶음]의 최근 1년간 평균섭취빈도,
1056,FA_F_SWED,[미역줄기볶음]의 1회 평균섭취량,
1057,FF_F_POTA,"[감자볶음, 감자조림]의 최근 1년간 평균섭취빈도",
1058,FA_F_POTA,"[감자볶음, 감자조림]의 1회 평균섭취량",
1059,FF_S_POTA,"[찐감자, 군감자]의 최근 1년간 평균섭취빈도",
1060,FA_S_POTA,"[찐감자, 군감자]의 1회 평균섭취량",
1061,FF_SWPOTA,"[찐고구마, 군고구마]의 최근 1년간 평균섭취빈도",
1062,FA_SWPOTA,"[찐고구마, 군고구마]의 1회 평균섭취량",
1063,FF_CORN,"[찐옥수수, 군옥수수]의 최근 1년간 평균섭취빈도",
1064,FA_CORN,"[찐옥수수, 군옥수수]의 1회 평균섭취량",
1065,FF_MILK,"[우유(일반, 저지방)]의 최근 1년간 평균섭취빈도",
1066,FA_MILK,"[우유(일반, 저지방)]의 1회 평균섭취량",
1067,FS_MILK,주로 섭취하는 우유 종류,
1068,FF_L_YOGU,[액상요구르트]의 최근 1년간 평균섭취빈도,
1069,FA_L_YOGU,[액상요구르트]의 1회 평균섭취량,
1070,FF_C_YOGU,[호상요구르트(떠먹는 요구르트)]의 최근 1년간 평균섭취빈도,
1071,FA_C_YOGU,[호상요구르트(떠먹는 요구르트)]의1회 평균섭취량,
1072,FF_BN_MILK,[두유]의 최근 1년간 평균섭취빈도,
1073,FA_BN_MILK,[두유]의 1회 평균섭취량,
1074,FS_FRUIT,[과일 전체]의 최근 1년간 평균섭취빈도,
1075,FS_STRAW,[딸기]의 섭취기간,
1076,FF_STRAW,[딸기]의 섭취기간 동안의 평균섭취빈도,
1077,FF_STRAW_YR,[딸기]의 최근 1년간 평균섭취빈도,
1078,FA_STRAW,[딸기]의 1회 평균섭취량,
1079,FS_TOMATO,"[토마토, 방울토마토]의 섭취기간",
1080,FF_TOMATO,"[토마토, 방울토마토]의 섭취기간 동안의 평균섭취빈도",
1081,FF_TOMATO_YR,"[토마토, 방울토마토]의 1년 최근 1년간 평균섭취빈도",
1082,FA_TOMATO,"[토마토, 방울토마토]의 1회 평균섭취량",
1083,FS_MMELON,[참외]의 섭취기간,
1084,FF_MMELON,[참외]의 섭취기간 동안의 평균섭취빈도,
1085,FF_MMELON_YR,[참외]의 최근 1년간 평균섭취빈도,
1086,FA_MMELON,[참외]의 1회 평균섭취량,
1087,FS_WMELON,[수박]의 섭취기간,
1088,FF_WMELON,[수박]의 섭취기간 동안의 평균섭취빈도,
1089,FF_WMELON_YR,[수박]의 최근 1년간 평균섭취빈도,
1090,FA_WMELON,[수박]의 1회 평균섭취량,
1091,FS_PEACH,[복숭아]의 섭취기간,
1092,FF_PEACH,[복숭아]의 섭취기간 동안의 평균섭취빈도,
1093,FF_PEACH_YR,[복숭아]의 최근 1년간 평균섭취빈도,
1094,FA_PEACH,[복숭아]의 1회 평균섭취량,
1095,FS_GRAPE,[포도]의 섭취기간,
1096,FF_GRAPE,[포도]의 섭취기간 동안의 평균섭취빈도,
1097,FF_GRAPE_YR,[포도]의 최근 1년간 평균섭취빈도,
1098,FA_GRAPE,[포도]의 1회 평균섭취량,
1099,FS_APPLE,[사과]의 섭취기간,
1100,FF_APPLE,[사과]의 섭취기간 동안의 평균섭취빈도,
1101,FF_APPLE_YR,[사과]의 최근 1년간 평균섭취빈도,
1102,FA_APPLE,[사과]의 1회 평균섭취량,
1103,FS_PEAR,[배]의 섭취기간,
1104,FF_PEAR,[배]의 섭취기간 동안의 평균섭취빈도,
1105,FF_PEAR_YR,[배]의 최근 1년간 평균섭취빈도,
1106,FA_PEAR,[배]의 1회 평균섭취량,
1107,FS_PERS,"[감, 곶감]의 섭취기간",
1108,FF_PERS,"[감, 곶감]의 섭취기간 동안의 평균섭취빈도",
1109,FF_PERS_YR,"[감, 곶감]의 최근 1년간 평균섭취빈도",
1110,FA_PERS,"[감, 곶감]의 1회 평균섭취량",
1111,FS_TANG,[귤]의 섭취기간,
1112,FF_TANG,[귤]의 섭취기간 동안의 평균섭취빈도,
1113,FF_TANG_YR,[귤]의 최근 1년간 평균섭취빈도,
1114,FA_TANG,[귤]의 1회 평균섭취량,
1115,FS_BANANA,[바나나]의 섭취기간,
1116,FF_BANANA,[바나나]의 섭취기간 동안의 평균섭취빈도,
1117,FF_BANANA_YR,[바나나]의 최근 1년간 평균섭취빈도,
1118,FA_BANANA,[바나나]의 1회 평균섭취량,
1119,FS_CITRUS,[오렌지]의 섭취기간,
1120,FF_CITRUS,[오렌지]의 섭취기간 동안의 평균섭취빈도,
1121,FF_CITRUS_YR,[오렌지]의 최근 1년간 평균섭취빈도,
1122,FA_CITRUS,[오렌지]의 1회 평균섭취량,
1123,FS_KIWI,[키위]의 섭취기간,
1124,FF_KIWI,[키위]의 섭취기간 동안의 평균섭취빈도,
1125,FF_KIWI_YR,[키위]의 최근 1년간 평균섭취빈도,
1126,FA_KIWI,[키위]의 1회 평균섭취량,
1127,FF_COFFEE,[커피]의 최근 1년간 평균섭취빈도,
1128,FA_COFFEE,[커피]의 1회 평균섭취량,
1129,FS_COFFEE,[커피]의 하루 3회 초과 섭취 시 하루 평균 섭취 횟수,
1130,FF_CREAM,[프림]의 최근 1년간 평균섭취빈도,
1131,FA_CREAM,[프림]의 1회 평균섭취량,
1132,FF_SUGAR,[설탕]의 최근 1년간 평균섭취빈도,
1133,FA_SUGAR,[설탕]의 1회 평균섭취량,
1134,FF_TEA,[녹차]의 최근 1년간 평균섭취빈도,
1135,FA_TEA,[녹차]의 1회 평균섭취량,
1136,FF_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 최근 1년간 평균섭취빈도",
1137,FA_SODA,"[탄산음료(콜라, 사이다, 과일탄산음료)]의 1회 평균섭취량",
1138,FF_FJUICE,[과일주스]의 최근 1년간 평균섭취빈도,
1139,FA_FJUICE,[과일주스]의 1회 평균섭취량,
1140,FF_GBAVER,"[미숫가루음료, 식혜]의 최근 1년간 평균섭취빈도",
1141,FA_GBAVER,"[미숫가루음료, 식혜]의 1회 평균섭취량",
1142,FF_SNACK,[스넥과자]의 최근 1년간 평균섭취빈도,
1143,FA_SNACK,[스넥과자]의 1회 평균섭취량,
1144,FF_COOKIE,"[쿠키, 크래커]의 최근 1년간 평균섭취빈도",
1145,FA_COOKIE,"[쿠키, 크래커]의 1회 평균섭취량",
1146,FF_CHOCO,[초콜릿]의 최근 1년간 평균섭취빈도,
1147,FA_CHOCO,[초콜릿]의 1회 평균섭취량,
1148,FF_ICECM,"[아이스크림, 빙과류]의 최근 1년간 평균섭취빈도",
1149,FA_ICECM,"[아이스크림, 빙과류]의 1회 평균섭취량",
1150,FF_PEANUT,[땅콩]의 최근 1년간 평균섭취빈도,
1151,FA_PEANUT,[땅콩]의 1회 평균섭취량,
1152,FF_CHNUT,[밤]의 최근 1년간 평균섭취빈도,
1153,FA_CHNUT,[밤]의 1회 평균섭취량,
1154,FF_SOJU,[소주]의 최근 1년간 평균섭취빈도,
1155,FA_SOJU,[소주]의 1회 평균섭취량,
1156,FS_SOJU,[소주]의 1회 섭취량이 1병 초과인 경우 섭취량,
1157,FF_BEER,[맥주]의 최근 1년간 평균섭취빈도,
1158,FA_BEER,[맥주]의 1회 평균섭취량,
1159,FS_BEER,[맥주]의 1회 섭취량이 2컵 초과인 경우 섭취량,
1160,FF_RWINE,[막걸리]의 최근 1년간 평균섭취빈도,
1161,FA_RWINE,[막걸리]의 1회 평균섭취량,
1162,FS_RWINE,[막걸리]의 1회 섭취량이 2사발 초과인 경우 섭취량,
1163,FQ_RICE,[쌀밥]의 주당섭취빈도,
1164,FQ_BARLEY,[잡곡밥]의 주당섭취빈도,
1165,FQ_BIBIM,"[비빔밥, 볶음밥]의 주당섭취빈도",
1166,FQ_GIMBAB,[김밥]의 주당섭취빈도,
1167,FQ_CURRY,[카레라이스]의 주당섭취빈도,
1168,FQ_INSTNO,"[라면, 컵라면]의 주당섭취빈도",
1169,FQ_WHNO,"[국수, 칼국수, 우동]의 주당섭취빈도",
1170,FQ_CHNO,"[짜장면, 짬뽕]의 주당섭취빈도",
1171,FQ_BUNO,[냉면]의 주당섭취빈도,
1172,FQ_S_RCAK,[떡국]의 주당섭취빈도,
1173,FQ_DUMP,[만두]의 주당섭취빈도,
1174,FQ_BRE,[식빵]의 주당섭취빈도,
1175,FQ_BUTTER,"[버터, 마아가린]의 주당섭취빈도",
1176,FQ_JAM,[잼]의 주당섭취빈도,
1177,FQ_RB_BRE,"[단팥빵, 호빵, 크림빵]의 주당섭취빈도",
1178,FQ_CAKE,"[카스테라, 케이크, 초코파이]의 주당섭취빈도",
1179,FQ_PIZZA,[피자]의 주당섭취빈도,
1180,FQ_HAMBER,"[햄버거, 샌드위치]의 주당섭취빈도",
1181,FQ_RCAK,"[백설기, 시루떡, 인절미, 절편]의 주당섭취빈도",
1182,FQ_F_RCAK,[떡볶이]의 주당섭취빈도,
1183,FQ_CEREAL,[시리얼]의 주당섭취빈도,
1184,FQ_T_BEEF,"[설렁탕, 곰탕, 사골국]의 주당섭취빈도",
1185,FQ_T_POTA,[감자탕]의 주당섭취빈도,
1186,FQ_T_LOAC,[추어탕]의 주당섭취빈도,
1187,FQ_J_POLL,"[동태찌개, 해물매운탕]의 주당섭취빈도",
1188,FQ_S_SWED,[미역국]의 주당섭취빈도,
1189,FQ_S_BEEF,"[쇠고기국, 육개장, 무국]의 주당섭취빈도",
1190,FQ_S_POLL,[북어국]의 주당섭취빈도,
1191,FQ_S_SOYP,[된장국]의 주당섭취빈도,
1192,FQ_J_SOYP,"[된장찌개, 청국장찌개]의 주당섭취빈도",
1193,FQ_J_KIMC,"[김치찌개, 김치볶음]의 주당섭취빈도",
1194,FQ_J_BUDA,[부대찌개]의 주당섭취빈도,
1195,FQ_J_BNCD,"[두부찌개, 순두부찌개]의 주당섭취빈도",
1196,FQ_BNCURD,"[두부, 두부조림, 두부부침]의 주당섭취빈도",
1197,FQ_S_BEAN,[콩조림]의 주당섭취빈도,
1198,FQ_F_EGG,"[달걀후라이, 달걀말이]의 주당섭취빈도",
1199,FQ_S_EGG,"[삶은 달걀, 달걀찜]의 주당섭취빈도",
1200,FQ_R_PORK,[돼지고기 삼겹살구이]의 주당섭취빈도,
1201,FQ_S_PORK,"[돼지고기 삶은고기(수육,보쌈)]의 주당섭취빈도",
1202,FQ_F_PORK,"[제육볶음, 돼지불고기, 돼지갈비구이]의 주당섭취빈도",
1203,FQ_C_PORK,"[돼지고기 탕수육, 돈까스]의 주당섭취빈도",
1204,FQ_R_BEEF,[쇠고기 생고기구이]의 주당섭취빈도,
1205,FQ_F_BEEF,[쇠고기불고기]의 주당섭취빈도,
1206,FQ_HAM,[햄]의 주당섭취빈도,
1207,FQ_PORKBY,[순대]의 주당섭취빈도,
1208,FQ_T_CHIC,[삼계탕(닭백숙)]의 주당섭취빈도,
1209,FQ_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 주당섭취빈도",
1210,FQ_F_CHIC,[치킨(닭튀김)]의 주당섭취빈도,
1211,FQ_R_DUCK,[오리고기 로스구이]의 주당섭취빈도,
1212,FQ_MACKER,"[고등어, 꽁치(구이, 조림)]의 주당섭취빈도",
1213,FQ_HAIRT,"[갈치, 조기(구이, 조림)]의 주당섭취빈도",
1214,FQ_ANCH,"[멸치, 멸치볶음]의 주당섭취빈도",
1215,FQ_SQUID,"[오징어, 오징어채, 마른 오징어]의 주당섭취빈도",
