,변수명,변수설명7,변수설명8
383,D_1_1,주관적 건강상태,주관적 건강인지
384,D_2_1,최근2주간 몸이 불편했던 경험 유무,"최근2주간 몸이 불편했던 
경험 유무"
385,DI2_DG,이상지질혈증 의사진단 여부 ,이상지질혈증 의사진단 여부
386,DI2_PT,이상지질혈증 치료 ,이상지질혈증 치료
387,DI3_DG,뇌졸중 의사진단여부 ,뇌졸중 의사진단 여부
388,DI3_PT,뇌졸중 치료 ,뇌졸중 치료
389,DM2_DG,골관절염 의사진단 여부 ,골관절염 의사진단 여부
390,DM2_PT,골관절염 치료 ,골관절염 치료
391,DJ2_DG,폐결핵 의사진단 여부 ,폐결핵 의사진단 여부
392,DJ2_PT,폐결핵 치료 ,폐결핵 치료
393,DE1_PT,당뇨병 치료 ,당뇨병 치료
394,DE1_31,당뇨병혈당관리치료_인슐린 주사,당뇨병혈당관리치료: 인슐린 주사
395,DE1_32,당뇨병혈당관리치료_당뇨병약 ,당뇨병혈당관리치료: 당뇨병약 
396,DE1_33,당뇨병혈당관리치료_비약물 요법,당뇨병혈당관리치료: 비약물 요법
397,DE1_34,당뇨병혈당관리치료_기타,당뇨병혈당관리치료:기타
398,DE1_35,당뇨병혈당관리치료_기타상세,당뇨병혈당관리치료: 기타상세
399,DE2_DG,갑상선 질환 의사진단 여부 ,갑상선 질환 의사진단 여부
400,DE2_PT,갑상선 질환 치료 ,갑상선 질환 치료
401,DC2_PT,간암 치료 여부 ,간암 치료 여부
402,DC3_PT,대장암 치료 여부 ,대장암 치료 여부
403,DC4_PT,유방암 치료 여부 ,유방암 치료 여부
404,DC5_PT,자궁경부암 치료 여부 ,자궁경부암 치료 여부
405,DC6_PT,폐암 치료 여부 ,폐암 치료 여부
406,DC7_PT,갑상선암 치료 여부 ,갑상선암 치료 여부
407,DC11_TP,기타암1 의 종류 ,기타암1의 종류
408,DC11_PR,기타암1 현재 유병 여부 ,기타암1 현재 유병 여부
409,DC11_PT,기타암1 치료 여부 ,기타암1 치료 여부
410,DC12_TP,기타암2 의 종류 ,기타암2의 종류
411,DC12_PR,기타암2 현재 유병 여부 ,기타암2 현재 유병 여부
412,DC12_PT,기타암2 치료 여부 ,기타암2 치료 여부
413,DF2_DG,우울증 의사진단 여부 ,우울증 의사진단 여부
414,DF2_PT,우울증 치료 ,우울증 치료
415,DL1_PT,아토피피부염 치료 ,아토피피부염 치료
416,DJ8_PT,알레르기비염 치료 ,알레르기비염 치료
417,DK8_DG,B형간염 의사진단 여부 ,B형간염 의사진단 여부
418,DK8_PT,B형간염 치료 ,B형간염 치료
419,DK9_DG,C형간염 의사진단 여부 ,C형간염 의사진단 여부
420,DK9_PT,C형간염 치료 ,C형간염 치료
421,DK4_DG,간경변증 의사진단 여부 ,간경변증 의사진단 여부
422,DK4_PT,간경변증 치료 ,간경변증 치료
423,DF1_YD,주의력결핍장애 의사진단,"(소아, 청소년) 주의력결핍장애 의사진단 여부"
424,DF1_YA,주의력결핍장애 진단연령,"(소아, 청소년) 주의력결핍장애 진단연령"
425,DJ9_YD,폐렴 의사진단,"(소아, 청소년) 폐렴 의사진단 여부"
426,DJ9_YA,폐렴 진단연령,"(소아, 청소년) 폐렴 진단연령"
427,M_2_RS,필요 의료서비스 미충족 사유 ,필요 의료서비스 미충족 사유
428,M_2_ET,필요 의료서비스 미충족 사유_기타,필요 의료서비스 미충족 사유: 기타상세
429,BH9_11,인플루엔자(독감) 예방접종 여부 ,인플루엔자(독감) 예방접종 여부
430,BH1,(성인) 건강검진 수진여부 ,(성인) 건강검진 수진 여부
431,BH1_1,(성인) 건강검진 _본인부담종합,(성인) 건강검진: 본인부담종합
432,BH1_2,(성인) 건강검진 _산업장특수,(성인) 건강검진: 산업장특수
433,BH1_3,(성인) 건강검진 _건강보험,(성인) 건강검진: 건강보험
434,BH1_8,(성인) 건강검진 _무료건강검진,(성인) 건강검진: 무료건강검진
435,BH1_6,(성인) 건강검진 _기타,(성인) 건강검진: 기타
436,BH1_7,(성인) 건강검진 _기타상세,(성인) 건강검진: 기타상세
437,BH2_62,(성인) 암검진_본인부담,(성인) 암검진: 본인부담
438,BH2_63,(성인) 암검진_본인부담특정,(성인) 암검진: 본인부담특정
439,BH2_66,(성인) 암검진_건강보험,(성인) 암검진: 건강보험
440,BH2_67,(성인) 암검진_무료,(성인) 암검진: 무료
441,BH2_64,(성인) 암검진_기타,(성인) 암검진: 기타
442,BH2_65,(성인) 암검진_기타상세,(성인) 암검진: 기타상세
443,LQ4_24,활동제한 사유: 기타 상세,활동제한 사유: 기타상세
444,LQ_1EQL,EuroQoL : 운동능력,EuroQoL: 운동능력
445,LQ_2EQL,EuroQoL : 자기관리,EuroQoL: 자기관리
446,LQ_3EQL,EuroQoL : 일상활동,EuroQoL: 일상활동
447,LQ_4EQL,EuroQoL : 통증/불편,EuroQoL: 통증/불편
448,LQ_5EQL,EuroQoL : 불안/우울,EuroQoL: 불안/우울
449,AC1_YR,1년간 손상 발생여부 ,1년간 손상 발생여부
450,AC3_1_01,손상1 발생시기-년도,손상1 발생시기: 년도
451,AC3_1_02,손상2 발생시기-년도,손상2 발생시기: 년도
452,AC3_1_03,손상3 발생시기-년도,손상3 발생시기: 년도
453,AC3_2_01,손상1 발생시기-월,손상1 발생시기: 월
454,AC3_2_02,손상2 발생시기-월,손상2 발생시기: 월
455,AC3_2_03,손상3 발생시기-월,손상3 발생시기: 월
456,IJ_EXPR,(성인) 연간손상경험률,(성인)연간손상 경험률
457,MO1_1,외래이용 횟수 ,외래이용 횟수
458,EDUC,교육수준 - 학력,교육수준: 학력
459,GRADUAT,교육수준 - 졸업여부,교육수준: 졸업여부
460,CH2_1,(소아) 교육수준 - 학력,(소아)교육수준: 학력
461,CH2_2,(소아) 교육이수 - 졸업여부,(소아)교육이수: 졸업여부
462,EC_STT_2,(취업자) 종사상지위_임금근로자 상세,(취업자) 종사상지위: 임금근로자 상세
463,EC_WHT_6,변형근로시간 : 기타상세,변형근로시간: 기타상세
464,EC_LGW_2,(성인) 최장일자리: 표준직업분류 ,(성인) 최장일자리: 표준직업분류
465,BO1,주관적 체형인식,(만6세이상) 주관적 체형인식
466,BO1_1,1년간 체중 변화 여부,(성인)1년간 체중 변화 여부
467,BO1_2,(성인) 1년간 체중 감소량,(성인)1년간 체중 감소량
468,BO1_3,(성인) 1년간 체중 증가량,(성인)1년간 체중 증가량
469,BO2_1,1년간 체중 조절 여부,(만6세이상) 1년간 체중 조절 여부
470,BO3_02,(성인) 체중조절방법: 단식(24시간이상),체중조절방법: 단식(24시간이상)
471,BO3_05,(성인) 체중조절방법: 임의 체중감량제,체중조절방법: 임의 체중감량제
472,BO3_04,(성인) 체중조절방법: 처방된 체중감량제,체중조절방법: 처방된 체중감량제
473,BO3_12,(성인) 체중조절방법: 한약복용,체중조절방법: 한약복용
474,BO3_11,체중조절방법: 기타 상세,체중조절방법: 기타상세
475,BD1,(만12세이상) 평생음주경험,(만12세이상)평생음주경험
476,BD2,(만12세이상) 음주 시작 연령,(만12세이상)음주 시작 연령
477,BD1_11,(만12세이상) 1년간 음주빈도,(만12세이상)1년간 음주빈도
478,BD2_1,(만12세이상) 한번에 마시는 음주량,(만12세이상)한 번에 마시는 음주량
479,BD2_14,(만12세이상) 한번에 마시는 음주량_잔,(만12세이상) 한 번에 마시는 음주량(잔) 
480,BD7_5,(성인) 1년간 음주문제 상담 여부,(성인)1년간 음주문제 상담 여부
481,BD7_67,1년간 타인의 음주로 인한 피해 여부: 기타 상세,1년간 타인의 음주로 인한 피해 여부: 기타상세
482,BA2_13,(만12세 이상) 자동차 앞좌석 안전벨트 착용 여부,(만12세이상) 자동차 앞좌석 안전벨트 착용 여부
483,BA1_3,자전거 헬멧 이용 여부,(소아) 자전거 헬멧 이용 여부
484,SC_SEATBLT,운전시 안전벨트 착용률,운전 시 안전벨트 착용률
485,MH_PHQ_S,(성인) PHQ-9 점수,PHQ-9 점수
486,BS1_1,(성인) 평생흡연 여부,평생 일반담배(궐련) 흡연 여부
487,BS2_1,(성인) 흡연 시작연령,흡연 일반담배(궐련) 시작연령
488,BS3_1,(성인) 현재흡연 여부,현재 일반담배(궐련) 흡연 여부
489,BS3_2,(성인) 하루평균 흡연량,하루평균 일반담배(궐련) 흡연량
490,BS3_3,(성인) 가끔흡연자 최근 1달간 흡연일수,가끔흡연자 최근 1달간 일반담배(궐련) 흡연일수
491,BS6_2,(성인) 과거흡연자 흡연기간(월 환산),과거흡연자 일반담배(궐련) 흡연기간 (월 환산)
492,BS6_2_1,(성인) 과거흡연자 흡연기간(연),과거흡연자 일반담배(궐련) 흡연기간 (연)
493,BS6_2_2,(성인) 과거흡연자 흡연기간(월),과거흡연자 일반담배(궐련) 흡연기간 (월)
494,BS6_3,(성인) 과거흡연자 하루평균 흡연량,과거흡연자 하루평균 일반담배(궐련) 흡연량
495,BS6_4,(성인) 과거흡연자 금연기간(월 환산),과거 일반담배(궐련) 흡연자 금연기간 (월 환산)
496,BS6_4_1,(성인) 과거흡연자 금연기간(연),과거 일반담배(궐련) 흡연자 금연기간 (연)
497,BS6_4_2,(성인) 과거흡연자 금연기간(월),과거 일반담배(궐련) 흡연자 금연기간 (월)
498,BS5_4,(성인) 니코틴의존,니코틴의존
499,BS5,(성인) 1년간 하루이상 금연 여부,1년간 하루이상 금연 여부
500,BS5_1,(성인) 1개월내 금연계획,1개월내 금연계획
501,BS5_21,(성인) 금연방법: 의지로,금연방법: 의지로
502,BS5_28,(성인 금연방법: 금연상담전화(금연콜센터),금연방법: 금연상담전화(금연콜센터)
503,BS5_26,(성인) 금연방법: 보건소 금연클리닉,금연방법: 보건소 금연클리닉
504,BS5_33,(성인) 금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입,금연방법: 약국에서 본인 스스로 니코틴 대체용품 구입
505,BS5_34,(성인) 금연방법: 병의원을 통해 니코틴 대체용품 구입,금연방법: 병의원을 통해 니코틴 대체용품 구입
506,BS5_32,"(성인) 금연방법: 인터넷, 금연길라잡이","금연방법: 인터넷, 금연길라잡이"
507,BS5_29,(성인) 금연방법: 기타,금연방법: 기타
508,BS5_30,(성인) 금연 시도한 적 없음,금연 시도한 적 없음
509,BS5_31,(성인) 금연방법: 기타상세,금연방법: 기타상세
510,BS8_2,(성인) 직장실내 간접흡연 노출 여부,직장실내 간접흡연 노출 여부
511,BS9_2,(만6세이상) 가정실내 간접흡연 노출 여부,가정실내 간접흡연 노출 여부
512,BS13,(만6세이상) 공공기관실내 간접흡연 노출여부,공공장소실내 간접흡연 노출여부
513,BS12_31,(성인) 평생사용담배종류: 머금는 담배,평생사용담배종류: 머금는 담배
514,BS12_32,(성인) 평생사용담배종류: 물담배,평생사용담배종류: 물담배
515,BS12_33,(성인) 평생사용담배종류: 시가,평생사용담배종류: 시가
516,BS12_34,(성인) 평생사용담배종류: 기타,평생사용담배종류: 기타
517,BS12_35,(성인) 평생사용담배종류: 기타상세,평생사용담배종류: 기타상세
518,BS12_36,(성인) 평생사용담배종류: 피운 적 없음,평생사용담배종류: 피운 적 없음
519,BS12_41,(성인) 현재사용담배종류: 머금는 담배,현재사용담배종류: 머금는 담배
520,BS12_42,(성인) 현재사용담배종류: 물담배,현재사용담배종류: 물담배
521,BS12_43,(성인) 현재사용담배종류: 시가,현재사용담배종류: 시가
522,BS12_44,(성인) 현재사용담배종류: 기타,현재사용담배종류: 기타
523,BS12_46,(성인) 현재사용담배종류: 피운 적 없음,현재사용담배종류: 피운 적 없음
524,BS10_1,(청소년) 담배 한두 모금 피운 경험,(청소년)담배 한두 모금 피운 경험
525,BS2,(청소년) 담배 한두 모금 피운 연령,(청소년)담배 한두 모금 피운 연령
526,BS10_2,(청소년) 1달간 흡연일수,(청소년)1달간 흡연일수
527,BS10_3,(청소년) 1달간 하루흡연량,(청소년)1달간 하루흡연량
528,BE3_71,일_고강도 신체활동 여부,고강도 신체활동 여부: 일
529,BE3_72,일_고강도 신체활동 일수,고강도 신체활동 일수: 일
530,BE3_73,일_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 일
531,BE3_74,일_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 일
532,BE3_81,일_중강도 신체활동 여부,중강도 신체활동 여부: 일
533,BE3_82,일_중강도 신체활동 일수,중강도 신체활동 일수: 일
534,BE3_83,일_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 일
535,BE3_84,일_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 일
536,BE3_91,장소이동 신체활동 여부,신체활동 여부: 장소이동
537,BE3_92,장소이동 신체활동 일수,신체활동 일수: 장소이동
538,BE3_93,장소이동 신체활동 시간(시간),신체활동 시간(시간): 장소이동
539,BE3_94,장소이동 신체활동 시간(분),신체활동 시간(분): 장소이동
540,BE3_75,여가_고강도 신체활동 여부,고강도 신체활동 여부: 여가
541,BE3_76,여가_고강도 신체활동 일수,고강도 신체활동 일수: 여가
542,BE3_77,여가_고강도 신체활동 시간(시간),고강도 신체활동 시간(시간): 여가
543,BE3_78,여가_고강도 신체활동 시간(분),고강도 신체활동 시간(분): 여가
544,BE3_85,여가_중강도 신체활동 여부,중강도 신체활동 여부: 여가
545,BE3_86,여가_중강도 신체활동 일수,중강도 신체활동 일수: 여가
546,BE3_87,여가_중강도 신체활동 시간(시간),중강도 신체활동 시간(시간): 여가
547,BE3_88,여가_중강도 신체활동 시간(분),중강도 신체활동 시간(분): 여가
548,BE9,하루 60분 이상 신체활동 실천 일수,하루 60분 이상 신체활동 실천 일수 (청소년)
549,LW_MS,(만10세이상)월경여부,(만10세이상) 월경여부
550,LW_PR,(만15세이상)임신경험여부,(만15세이상) 임신경험여부
551,LW_PR_1,(만15세이상)임신횟수,(만15세이상) 임신횟수
552,LW_MT,(만15세이상)출산경험,(만15세이상) 출산경험
553,LW_MT_A1,(만15세이상)첫 출산연령,(만15세이상) 첫 출산연령
554,LW_MT_A2,(만15세이상)마지막 출산연령,(만15세이상) 마지막 출산연령
555,BM2_5,"사용용품: 기타(워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품)","사용용품: 워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용 칫솔), 틀니관리용품"
556,MO4_4,"진료항목: 구강검사 (시진, X-ray 촬영 등)",진료항목: 구강검사
557,MO4_9,진료항목: 잇몸병 치료 (잇몸수술 포함),진료항목: 잇몸병 치료
558,MO4_7,진료항목: 단순 충치치료 (치아충전),진료항목: 단순 충치치료
559,MO4_17,"진료항목: 예방치료 (실란트, 불소도포, 단순 스케일링 등)",진료항목: 예방치료
560,MO4_11,진료항목: 발치 또는 구강내수술 (유치가 흔들려서 빼는 것은 제외),진료항목: 발치 또는 구강내 수술
561,MO4_18,"진료항목: 보철물 제작,수리 (브릿지, 임플란트, 틀니 등의 보철물)","진료항목: 보철물 제작,수리"
562,MO4_15,"진료항목: 기타 (교정치료, 심미치료 등)",진료항목: 기타
563,T_EX,이비인후검사 설문 및 검진 여부,이비인후검사 설문 및 검진여부
564,T_Q_VN,이명 여부,이명경험
565,N_INTK,식품섭취량,1일 식품섭취량(g)
566,N_EN,에너지,1일 에너지 섭취량(kcal)
567,N_WATER,수분,1일 수분 섭취량(g)
568,N_PROT,단백질,1일 단백질 섭취량(g)
569,N_FAT,지방,1일 지방 섭취량(g)
570,N_SFA,포화지방산,1일 포화지방산 섭취량(g)
571,N_MUFA,단일불포화지방산,1일 단일불포화지방산 섭취량(g)
572,N_PUFA,다가불포화지방산,1일 다가불포화지방산 섭취량(g)
573,N_N3,n-3계 지방산,1일 n-3계 지방산 섭취량(g)
574,N_N6,n-6계 지방산,1일 n-6계 지방산 섭취량(g)
575,N_CHOL,콜레스테롤,1일 콜레스테롤 섭취량(mg)
576,N_CHO,탄수화물,1일 탄수화물 섭취량(g)
577,N_TDF,식이섬유,1일 식이섬유 섭취량(g)
578,N_SUGAR,당,1일 당 섭취량(g)
579,N_CA,칼슘,1일 칼슘 섭취량(mg)
580,N_PHOS,인,1일 인 섭취량(mg)
581,N_FE,철,1일 철 섭취량(mg)
582,N_NA,나트륨,1일 나트륨 섭취량(mg)
583,N_K,칼륨,1일 칼륨 섭취량(mg)
584,N_VA_RAE,비타민A (레티놀 활성 당량),비타민A(레티놀 활성 당량) 섭취량(μgRAE)
585,N_CAROT,베타카로틴,1일 베타카로틴 섭취량(μg)
586,N_RETIN,레티놀,1일 레티놀 섭취량(μg)
587,N_B1,티아민,1일 티아민 섭취량(mg)
588,N_B2,리보플라빈,1일 리보플라빈 섭취량(mg)
589,N_NIAC,나이아신,1일 나이아신 섭취량(mg)
590,N_FOLATE,엽산,1일 엽산 섭취량(μgDFE)
591,N_VITC,비타민C,1일 비타민C 섭취량(mg)
592,DN1_DG,신부전 의사진단 여부 ,콩팥병(신장질환) 의사진단 여부
593,DN1_AG,신부전 진단시기,콩팥병(신장질환) 진단시기
594,DN1_PR,신부전 현재 유병 여부 ,콩팥병(신장질환) 현재 유병 여부
595,DN1_PT,신부전 치료 ,콩팥병(신장질환) 치료
596,BS12_1,(성인) 전자담배 평생사용여부,액상형 전자담배 평생사용여부
597,BS12_2,(성인) 전자담배 현재사용여부,액상형 전자담배 현재사용여부
598,BS12_37,(성인) 평생사용담배종류: 찐담배,궐련형 전자담배 평생사용여부
599,BS12_47,(성인) 현재사용담배종류: 찐담배,궐련형 전자담배 현재사용여부
600,T_NQ_OCP,작업장 내 소음노출 경험,직업적 소음노출
601,HE_DM,당뇨병 유병여부(19세이상),당뇨병 유병여부(19세이상)
602,TOTAL_SLP_WK,(만12세이상) 주중 하루 평균 수면시간,(만12세이상) 주중(또는 일하는 날) 하루 평균 수면 시간
603,TOTAL_SLP_WD,(만12세이상) 주말 하루 평균 수면시간,"(만12세이상) 주말(또는 일하지 않는 날, 일하지 않는 전날) 하루 평균 수면 시간"
604,HE_UCREA,요크레아티닌,요크레아티닌
