,변수명,변수설명
591,PA_AEROBIC,유산소 신체활동 실천율
592,LW_MS,(만10세이상)월경여부
593,LW_MP_E,무월경사유 기타
594,LW_MP_A,폐경연령
595,LW_MS_A,초경연령
596,LW_PR,(만15세이상)임신경험여부
597,LW_PR_1,(만15세이상)임신횟수
598,LW_MT,(만15세이상)출산경험
599,LW_MT_A1,(만15세이상)첫 출산연령
600,LW_MT_A2,(만15세이상)마지막 출산연령
601,LW_BR,모유수유 경험 여부
602,LW_BR_CH,모유수유 자녀수
603,LW_BR_DUR,모유수유기간(월 환산)
604,LW_BR_YY,모유수유기간(연)
605,LW_BR_MM,모유수유기간(월)
606,LW_OC,경구피임약 복용여부
607,HE_FST,공복시간
608,HE_HPDG,고혈압 의사진단 여부
609,HE_HPDR,검진당일 고혈압 약 복용 여부
610,HE_DMDG,당뇨병 의사진단 여부
611,HE_DMDR,검진당일 당뇨병 약 복용 여부
612,HE_MENS,생리여부
613,HE_PRG,임신여부
614,HE_DPRG,임신개월수
615,HE_FH,만성질환 의사진단 가족력 여부
616,HE_HPFH1,고혈압 의사진단 여부(부)
617,HE_HPFH2,고혈압 의사진단 여부(모)
618,HE_HPFH3,고혈압 의사진단 여부(형제자매)
619,HE_HLFH1,고지혈증 의사진단 여부(부)
620,HE_HLFH2,고지혈증 의사진단 여부(모)
621,HE_HLFH3,고지혈증 의사진단 여부(형제자매)
622,HE_IHDFH1,허혈성심장질환 의사진단 여부(부)
623,HE_IHDFH2,허혈성심장질환 의사진단 여부(모)
624,HE_IHDFH3,허혈성심장질환 의사진단 여부(형제자매)
625,HE_STRFH1,뇌졸중 의사진단 여부(부)
626,HE_STRFH2,뇌졸중 의사진단 여부(모)
627,HE_STRFH3,뇌졸중 의사진단 여부(형제자매)
628,HE_DMFH1,당뇨병 의사진단 여부(부)
629,HE_DMFH2,당뇨병 의사진단 여부(모)
630,HE_DMFH3,당뇨병 의사진단 여부(형제자매)
631,HE_THFH1,갑상선질환 의사진단 여부(부)
632,HE_THFH2,갑상선질환 의사진단 여부(모)
633,HE_THFH3,갑상선질환 의사진단 여부(형제자매)
634,HE_HBFH1,B형간염 의사진단 여부(부)
635,HE_HBFH2,B형간염 의사진단 여부(모)
636,HE_HBFH3,B형간염 의사진단 여부(형제자매)
637,HE_RPLS,맥박 규칙성 여부
638,HE_PLS,15초 맥박수
639,HE_MPLS,60초 맥박수
640,HE_NARM,혈압 측정 팔
641,HE_SBP1,1차 수축기 혈압
642,HE_DBP1,1차 이완기 혈압
643,HE_SBP2,2차 수축기 혈압
644,HE_DBP2,2차 이완기 혈압
645,HE_SBP3,3차 수축기 혈압
646,HE_DBP3,3차 이완기 혈압
647,HE_SBP,"최종 수축기 혈압(2,3차 평균)"
648,HE_DBP,"최종 이완기 혈압(2,3차 평균)"
649,HE_HP,고혈압 유병여부(19세이상)
650,HE_HT,신장
651,HE_WT,체중
652,HE_WC,허리둘레
653,HE_BMI,체질량지수
654,HE_OBE,비만 유병여부(19세이상)
655,HE_WT_PCT,소아청소년 체중 백분위수(1~18세)
656,HE_BMI_PCT,소아청소년 체질량지수 백분위수 (2~18세)
657,HE_GLU,공복혈당
658,HE_HBA1C,당화혈색소
659,HE_DM,당뇨병 유병여부(19세이상)
660,HE_CHOL,총콜레스테롤
661,HE_HDL_ST2,HDL-콜레스테롤(보정값)
662,HE_TG,중성지방
663,HE_LDL_DRCT,LDL-콜레스테롤(직접검사)
664,HE_HCHOL,고콜레스테롤혈증 유병여부(19세이상)
665,HE_HTG,고중성지방혈증 유병여부(10세이상)
666,HE_HBSAG,B형간염표면항원(수치)
667,HE_AST,AST(SGOT)
668,HE_ALT,ALT(SGPT)
669,HE_ALT_ETC,ALT(SGPT) 장비분석범위
670,HE_HEPAB,B형간염표면항원 양성여부(10세이상)
671,HE_HCV,C형간염항체(수치)
672,HE_HEPAC,C형간염항체 양성여부(10세이상)
673,HE_HB,헤모글로빈
674,HE_HCT,헤마토크리트
675,HE_ANEM,빈혈 유병여부(10세이상)
676,HE_BUN,혈중요소질소
677,HE_CREA,혈중크레아티닌
678,HE_WBC,백혈구
679,HE_RBC,적혈구
680,HE_BPLT,혈소판
681,HE_HSCRP,고감도 C반응단백검사
682,HE_HSCRP_ETC,고감도 C반응단백검사 장비분석범위
683,HE_UACID,요산
684,HE_UACID_ETC,요산 장비분석범위
685,HE_FOLATE,엽산
686,HE_FOLATE_ETC,엽산 장비분석범위
687,HE_VITA,비타민A
688,HE_VITE,비타민E
689,HE_PB,납
690,HE_HG,수은
691,HE_CD,카드뮴
692,HE_NI,니켈
693,HE_UPH,요산도
694,HE_UNITR,아질산염
695,HE_USG,요비중
696,HE_UPRO,요단백
697,HE_UGLU,요당
698,HE_UKET,요케톤
699,HE_UBIL,요빌리루빈
700,HE_UBLD,요잠혈
701,HE_URO,유로빌리노겐
702,HE_UCOT,요코티닌
703,HE_UCOT_ETC,요코티닌 검출한계
704,HE_NNAL,NNAL
705,HE_NNAL_ETC,NNAL 검출한계
706,HE_UCREA,요크레아티닌
707,HE_UNA,요나트륨
708,HE_UNA_ETC,요나트륨 장비분석범위
709,HE_UKAL,요칼륨
710,HE_UKAL_ETC,요칼륨 장비분석범위
711,HE_FVC,노력성 폐활량
712,HE_FVCP,노력성 폐활량(정상추정치와의 비율)
713,HE_FEV1,1초간 노력성 호기량
714,HE_FEV1P,1초간 노력성 호기량(정상추정치와의 비율)
715,HE_FEV1FVC,1초간 노력성 호기량 / 노력성 폐활량
716,HE_FEV6,6초간 노력성 호기량
717,HE_FEF25_75,노력성 호기 중간유량
718,HE_PEF,최대 호기유속
719,HE_COPD,폐기능 판정결과
720,HE_COUGH1,연속 3개월이상 기침 경험여부
721,HE_COUGH2,연속 3개월이상 기침 경험기간
722,HE_SPUT1,연속 3개월이상 가래 경험여부
723,HE_SPUT2,연속 3개월이상 가래 경험기간
724,HE_PFTDR,만성폐쇄성폐질환 의사진단 여부
725,HE_PFTAG,만성폐쇄성폐질환 의사진단 연령
726,HE_PFTTR,만성폐쇄성폐질환 치료 여부
727,HE_PFTHS,만성폐쇄성폐질환 입원 여부
728,O_DTD,우식유치 수 (우식유치 수의 총 합)
729,O_DTP,우식영구치 수 (우식영구치 수의 총 합)
730,O_DID,유치우식유병자 여부
731,O_DIP,영구치우식유병자 여부
732,O_DFTD,우식경험유치 수 (우식유치 + 충전유치)
733,O_DMFTP,우식경험영구치 수 (우식영구치+상실영구치+충전영구치)
734,O_DFID,유치우식경험 여부
735,O_DMFIP,영구치우식경험 여부
736,O_치아번호B,협면 (Buccal)
737,O_치아번호D,원심면 (Distal)
738,O_치아번호O,교합면 (Occlusal)
739,O_치아번호M,근심면 (Mesial)
740,O_치아번호L,설면/구개면 (Lingual)
741,O_TN치아번호,치료필요
742,O_PROS_U,상악 보철물상태
743,O_PROS_L,하악 보철물상태
744,O_IMP_U,상악 임플란트 존재
745,O_IMP_L,하악 임플란트 존재
746,O_BR_N_U,상악 고정성가공의치 필요단위 수
747,O_BR_N_L,하악 고정성가공의치 필요단위 수
748,O_DENT_U,상악 국소의치 및 총의치 필요
749,O_DENT_L,하악 국소의치 및 총의치 필요
750,O_F,치아반점도 (만11세)
751,O_CPI_UR,상악우측 구치부 치주조직상태 (만12세 이상)
752,O_CPI_UM,상악전치부 치주조직상태
753,O_CPI_UL,상악좌측 구치부 치주조직상태
754,O_CPI_LR,하악우측 구치부 치주조직상태
755,O_CPI_LM,하악전치부 치주조직상태
756,O_CPI_LL,하악좌측 구치부 치주조직상태
757,NO_CPI_34,치주질환 유병 여부
758,OR1,본인인지 구강건강상태
759,O_PAIN,최근 1년간 치통 경험유무
760,O_ORTHO,교정치료 경험 유무
761,BM1_0,어제 하루 칫솔질 여부
762,BM1_1,칫솔질 시기: 아침식사 전
763,BM1_2,칫솔질 시기: 아침식사 후
764,BM1_3,칫솔질 시기: 점심식사 전
765,BM1_4,칫솔질 시기: 점심식사 후
766,BM1_5,칫솔질 시기: 저녁식사 전
767,BM1_6,칫솔질 시기: 저녁식사 후
768,BM1_7,칫솔질 시기: 간식 후
769,BM1_8,칫솔질 시기: 잠자기 전
770,BM2_1,사용용품: 치실(Floss)
771,BM2_3,사용용품: 치간칫솔
772,BM2_2,사용용품: 양치용액(구강세정액)
773,BM2_4,사용용품: 전동칫솔
774,BM2_5,"사용용품: 기타(워터픽(물사출기), 혀클리너, 첨단칫솔(임플란트용칫솔), 틀니관리용품)"
775,BM13,운동 또는 사고로 인한 치아손상 경험여부
776,BM13_1,치아손상 사유: 운동
777,BM13_2,치아손상 사유: 폭력
778,BM13_3,치아손상 사유: 교통사고
779,BM13_4,치아손상 사유: 안전사고
780,BM13_5,치아손상 사유: 기타
781,BM13_6,치아손상 사유: 기타상세
782,BM7,(성인) 씹기 문제
783,O_CHEW_D,저작불편 호소 여부
784,BM8,(성인) 말하기 문제
785,OR1_2,최근 1년간 구강검진 여부
786,MO4_00,치과병의원 이용 여부
787,MO4_4,"진료항목: 구강검사 (시진, X-ray 촬영 등)"
788,MO4_9,진료항목: 잇몸병 치료 (잇몸수술 포함)
789,MO4_7,진료항목: 단순 충치치료 (치아충전)
790,MO4_8,진료항목: 치아신경치료
791,MO4_17,"진료항목: 예방치료 (실란트, 불소도포, 단순 스케일링 등)"
792,MO4_11,진료항목: 발치 또는 구강내수술 (유치가 흔들려서 빼는 것은 제외)
793,MO4_12,진료항목: 다쳐서 빠지거나 부러진 치아 치료
794,MO4_18,"진료항목: 보철물 제작,수리 (브릿지, 임플란트, 틀니 등의 보철물)"
795,MO4_15,"진료항목: 기타 (교정치료, 심미치료 등)"
796,BM14,치과진료 미치료 여부
797,BM14_1,치과진료 미치료 이유
798,BM14_2,치과진료 미치료 이유 기타상세
799,T_EX,이비인후검사 설문 및 검진 여부
800,T_Q_HR,본인 청력
801,T_Q_HR1,보청기 및 인공와우 사용 여부
802,T_Q_VN,이명 여부
803,T_Q_VN1,이명에 따른 생활불편
804,T_NQ_PH,시끄러운 장소에서 이어폰 사용경험
805,T_NQ_PH_T,이어폰 사용시간 
806,T_NQ_OCP,작업장 내 소음노출 경험
807,T_NQ_OCP_T,작업장 내 소음노출 기간
808,T_NQ_OCP_P,청력보호장비 착용여부
809,T_NQ_LS,작업장 외 소음노출 경험
810,T_NQ_LS_T,작업장 외 소음노출 시간
811,T_NQ_FIR,순간적 소음노출 경험
812,T_NQ_FIR_P,청력보호장비 착용여부
813,E_EX,안검사 설문 및 검진여부
814,E_Q_EX,안과검사 받은 시기
815,E_Q_FAM,안과 질환 가족력 여부
816,E_Q_FAM1,안과 질환 가족력 질환
817,E_DG,안과 질환 진단 여부
818,E_DG1,안과 질환 진단 경험
819,E_PEO,과거 안과 수술여부
820,E_PEO_1,과거에 받은 안과 수술명
821,E_DR,현재 안약 사용 여부
822,E_DR1,현재 사용 안약 종류
823,E_NWT,하루평균 근거리작업시간
824,E_CO,시력측정불가능
825,E_CO_1,시력측정불가능 원인
826,E_PO,부모의 근시여부
827,E_PO_1,부모의 근시
828,E_CR_M,시력검사: 시력 측정방법_우안
829,E_CR_1,시력검사: 시력_우안
830,E_CL_M,시력검사: 시력 측정방법_좌안
831,E_CL_1,시력검사: 시력_좌안
832,E_DO,자동굴절검사 불가능
833,E_DR_DSPH,시력검사: 자동굴절_Dsph_우안
834,E_DR_DCYL,시력검사: 자동굴절_Dcyl_우안
835,E_DR_A,시력검사: 자동굴절_A_우안
836,E_DR_2_1,시력검사: 자동굴절_교정시력_우안
837,E_DR_3_1,시력검사: 자동굴절/핀홀_교정시력_우안
838,E_DL_DSPH,시력검사: 자동굴절_Dsph_좌안
839,E_DL_DCYL,시력검사: 자동굴절_Dcyl_좌안
840,E_DL_A,시력검사: 자동굴절_A_좌안
841,E_DL_2_1,시력검사: 자동굴절_교정시력_좌안
842,E_DL_3_1,시력검사: 자동굴절/핀홀_교정시력_좌안
843,E_AMD,나이관련황반변성 유병여부
844,E_EM,망막전막(황반부) 유병여부
845,E_DM,당뇨망막병증 유병여부
846,E_GR,녹내장 유병여부
847,GS_USE,주요 사용하는 손
848,GS_MEA_R_1,1차 악력측정_오른손
849,GS_MEA_R_2,2차 악력측정_오른손
850,GS_MEA_R_3,3차 악력측정_오른손
851,GS_MEA_L_1,1차 악력측정_왼손
852,GS_MEA_L_2,2차 악력측정_왼손
853,GS_MEA_L_3,3차 악력측정_왼손
854,L_BR,식품섭취조사 1일 전 아침결식 여부
855,L_LN,식품섭취조사 1일 전 점심결식 여부
856,L_DN,식품섭취조사 1일 전 저녁결식 여부
857,L_BR_FQ,최근 1년 동안 1주 동안 아침식사 빈도
858,L_LN_FQ,최근 1년 동안 1주 동안 점심식사 빈도
859,L_DN_FQ,최근 1년동안 1주 동안 저녁식사 빈도
860,L_OUT_FQ,외식 횟수
861,L_BR_TO,최근 1년 동안 아침식사 시 가족 및 가족 외 사람과의 동반 여부
862,L_BR_WHO,최근 1년 동안 아침식사 시 동반대상 
863,L_LN_TO,최근 1년 동안 점심식사 시 가족 및 가족 외 사람과의 동반 여부
864,L_LN_WHO,최근 1년 동안 점심식사 시 동반 대상 
865,L_DN_TO,최근 1년 동안 저녁식사 시 가족 및 가족 외 사람과의 동반 여부
866,L_DN_WHO,최근 1년 동안 저녁식사 시 동반 대상 
867,LS_1YR,최근 1년 동안 2주 이상 식이보충제 복용여부
868,LK_EDU,영양교육 여부
869,LK_LB_CO,영양표시 인지여부
870,LK_LB_US,영양표시 이용여부
871,LK_LB_IT,영양표시 중 관심영양소
872,LK_LB_EF,영양표시 영향여부
873,Y_BTH_WT,출생시 체중
874,Y_MTM_YN,모유 수유 여부
875,Y_MTM_S1,모유 시작시기1차 
876,Y_MTM_S2,모유 시작시기2차 
877,Y_MTM_D1,모유 수유기간1차 
878,Y_MTM_D2,모유 수유기간2차 
879,Y_FM_YN,조제분유 수유 여부
880,Y_FM_S1,조제분유 시작시기1차 
881,Y_FM_S2,조제분유 시작시기2차 
882,Y_FM_D1,조제분유 수유기간1차 
883,Y_FM_D2,조제분유 수유기간2차 
884,Y_MLK_ST,일반우유(생우유) 시작시기(개월)
885,Y_WN_ST,이유보충식 시작시기(개월)
886,Y_SUP_YN,영양제 복용 여부
887,Y_SUP_KD1,비타민/무기질제 
888,Y_SUP_KD3,유산균영양제/정장제
889,Y_SUP_KD4,초유영양제
890,Y_SUP_KD7,기타
891,FS_FFQ,식품섭취빈도조사 여부
892,FS_CHANG,식사 종류와 양의 변화
893,FS_CHANG_O,식사 종류와 양의 변화 시기
894,FS_MEAL,하루 섭취 끼니 수
895,FS_MEAL_O,기타를 선택한 경우 하루 섭취 끼니 수
896,FF_RICE,[쌀밥]의 최근 1년간 평균섭취빈도
897,FA_RICE,[쌀밥]의 1회 평균섭취량
898,FF_BARLEY,[잡곡밥] 최근 1년간 평균섭취빈도
899,FA_BARLEY,[잡곡밥]의 1회 평균섭취량
900,FF_BIBIM,"[비빔밥, 볶음밥]의 최근 1년간 평균섭취빈도"
901,FA_BIBIM,"[비빔밥, 볶음밥]의 1회 평균섭취량"
902,FF_GIMBAB,[김밥]의 최근 1년간 평균섭취빈도
903,FA_GIMBAB,[김밥]의 1회 평균섭취량
904,FF_CURRY,[카레라이스]의 최근 1년간 평균섭취빈도
905,FA_CURRY,[카레라이스]의 1회 평균 섭취량
906,FF_INSTNO,"[라면, 컵라면]의 최근 1년간 평균섭취빈도"
907,FA_INSTNO,"[라면, 컵라면]의 1회 평균 섭취량"
908,FF_WHNO,"[국수, 칼국수, 우동]의 평균섭취빈도"
909,FA_WHNO,"[국수, 칼국수, 우동]의 1회 평균 섭취량"
910,FF_CHNO,"[짜장면, 짬뽕]의 년 평균 최근 1년간 평균섭취빈도"
911,FA_CHNO,"[짜장면, 짬뽕]의 1회 평균섭취량"
912,FF_BUNO,[냉면]의 최근 1년간 평균섭취빈도
913,FA_BUNO,[냉면]의 1회 평균섭취량
914,FF_S_RCAK,[떡국]의 최근 1년간 평균섭취빈도
915,FA_S_RCAK,[떡국]의 1회 평균섭취량
916,FF_DUMP,[만두]의 최근 1년간 평균섭취빈도
917,FA_DUMP,[만두]의 1회 평균섭취량
918,FF_BRE,[식빵]의 최근 1년간 평균섭취빈도
919,FA_BRE,[식빵]의 1회 평균섭취량
920,FF_BUTTER,"[버터, 마아가린]의 최근 1년간 평균섭취빈도"
921,FA_BUTTER,"[버터, 마아가린]의 1회 평균섭취량"
922,FF_JAM,[잼]의 최근 1년간 평균섭취빈도
923,FA_JAM,[잼]의 1회 평균섭취량
924,FF_RB_BRE,"[단팥빵, 호빵, 크림빵]의 최근 1년간 평균섭취빈도"
925,FA_RB_BRE,"[단팥빵, 호빵, 크림빵]의 1회 평균섭취량"
926,FF_CAKE,"[카스테라, 케이크, 초코파이]의 최근 1년간 평균섭취빈도"
927,FA_CAKE,"[카스테라, 케이크, 초코파이]의 1회 평균섭취량"
928,FF_PIZZA,[피자]의 최근 1년간 평균섭취빈도
929,FA_PIZZA,[피자]의 1회 평균섭취량
930,FF_HAMBER,"[햄버거, 샌드위치]의 최근 1년간 평균섭취빈도"
931,FA_HAMBER,"[햄버거, 샌드위치]의 1회 평균섭취량"
932,FF_RCAK,"[백설기, 시루떡, 인절미, 절편]의 최근 1년간 평균섭취빈도"
933,FA_RCAK,"[백설기, 시루떡, 인절미, 절편]의 1회 평균섭취량"
934,FF_F_RCAK,[떡볶이]의 최근 1년간 평균섭취빈도
935,FA_F_RCAK,[떡볶이]의 1회 평균섭취량
936,FF_CEREAL,[시리얼]의 최근 1년간 평균섭취빈도
937,FA_CEREAL,[시리얼]의 1회 평균섭취량
938,FF_T_BEEF,"[설렁탕, 곰탕, 사골국]의 최근 1년간 평균섭취빈도"
939,FA_T_BEEF,"[설렁탕, 곰탕, 사골국]의 1회 평균섭취량"
940,FF_T_POTA,[감자탕]의 최근 1년간 평균섭취빈도
941,FA_T_POTA,[감자탕]의 1회 평균섭취량
942,FF_T_LOAC,[추어탕]의 최근 1년간 평균섭취빈도
943,FA_T_LOAC,[추어탕]의1회 평균섭취량
944,FF_J_POLL,"[동태찌개, 해물매운탕]의 최근 1년간 평균섭취빈도"
945,FA_J_POLL,"[동태찌개, 해물매운탕]의 1회 평균섭취량"
946,FF_S_SWED,[미역국]의 최근 1년간 평균섭취빈도
947,FA_S_SWED,[미역국]의 1회 평균섭취량
948,FF_S_BEEF,"[쇠고기국, 육개장, 무국]의 최근 1년간 평균섭취빈도"
949,FA_S_BEEF,"[쇠고기국, 육개장, 무국]의 1회 평균섭취량"
950,FF_S_POLL,[북어국]의 최근 1년간 평균섭취빈도
951,FA_S_POLL,[북어국]의 1회 평균섭취량
952,FF_S_SOYP,[된장국]의 최근 1년간 평균섭취빈도
953,FA_S_SOYP,[된장국]의 1회 평균섭취량
954,FF_J_SOYP,"[된장찌개, 청국장찌개]의 최근 1년간 평균섭취빈도"
955,FA_J_SOYP,"[된장찌개, 청국장찌개]의 1회 평균섭취량"
956,FF_J_KIMC,"[김치찌개, 김치볶음]의 최근 1년간 평균섭취빈도"
957,FA_J_KIMC,"[김치찌개, 김치볶음]의 1회 평균섭취량"
958,FF_J_BUDA,[부대찌개]의 최근 1년간 평균섭취빈도
959,FA_J_BUDA,[부대찌개]의 1회 평균섭취량
960,FF_J_BNCD,"[두부찌개, 순두부찌개]의 최근 1년간 평균섭취빈도"
961,FA_J_BNCD,"[두부찌개, 순두부찌개]의 1회 평균섭취량"
962,FF_BNCURD,"[두부, 두부조림, 두부부침]의 최근 1년간 평균섭취빈도"
963,FA_BNCURD,"[두부, 두부조림, 두부부침]의 1회 평균섭취량"
964,FF_S_BEAN,[콩조림]의 최근 1년간 평균섭취빈도
965,FA_S_BEAN,[콩조림]의 1회 평균섭취량
966,FF_F_EGG,"[달걀후라이, 달걀말이]의 최근 1년간 평균섭취빈도"
967,FA_F_EGG,"[달걀후라이, 달걀말이]의 1회 평균섭취량"
968,FF_S_EGG,"[삶은 달걀, 달걀찜]의 최근 1년간 평균섭취빈도"
969,FA_S_EGG,"[삶은 달걀, 달걀찜]의 1회 평균섭취량"
970,FF_R_PORK,[돼지고기 삼겹살구이]의 최근 1년간 평균섭취빈도
971,FA_R_PORK,[돼지고기 삼겹살구이]의 1회 평균섭취량
972,FF_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 최근 1년간 평균섭취빈도"
973,FA_S_PORK,"[돼지고기 삶은고기(수육, 보쌈)]의 1회 평균섭취량"
974,FF_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 최근 1년간 평균섭취빈도"
975,FA_F_PORK,"[제육볶음, 돼지 불고기, 돼지갈비구이]의 1회 평균섭취량"
976,FF_C_PORK,"[돼지고기 탕수육, 돈까스]의 최근 1년간 평균섭취빈도"
977,FA_C_PORK,"[돼지고기 탕수육, 돈까스]의 1회 평균섭취량"
978,FF_R_BEEF,[쇠고기 생고기구이]의 최근 1년간 평균섭취빈도
979,FA_R_BEEF,[쇠고기 생고기구이]의 1회 평균섭취량
980,FF_F_BEEF,[쇠고기불고기]의 최근 1년간 평균섭취빈도
981,FA_F_BEEF,[쇠고기불고기]의 1회 평균섭취량
982,FF_HAM,[햄]의 최근 1년간 평균섭취빈도
983,FA_HAM,[햄]의 1회 평균섭취량
984,FF_PORKBY,[순대]의 최근 1년간 평균섭취빈도
985,FA_PORKBY,[순대]의 1회 평균섭취량
986,FF_T_CHIC,[삼계탕(닭백숙)]의 최근 1년간 평균섭취빈도
987,FA_T_CHIC,[삼계탕(닭백숙)]의 1회 평균섭취량
988,FF_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 최근 1년간 평균섭취빈도"
989,FA_S_CHIC,"[닭볶음(닭갈비), 닭조림(닭도리탕)]의 1회 평균섭취량"
990,FF_F_CHIC,[치킨(닭튀김)]의 최근 1년간 평균섭취빈도
991,FA_F_CHIC,[치킨(닭튀김)]의 1회 평균섭취량
992,FF_R_DUCK,[오리고기 로스구이]의 최근 1년간 평균섭취빈도
993,FA_R_DUCK,[오리고기 로스구이]의 1회 평균섭취량
994,FF_MACKER,"[고등어, 꽁치(구이, 조림)]의 최근 1년간 평균섭취빈도"
995,FA_MACKER,"[고등어, 꽁치(구이, 조림)]의 1회 평균섭취량"
996,FF_HAIRT,"[갈치, 조기(구이, 조림)]의 최근 1년간 평균섭취빈도"
997,FA_HAIRT,"[갈치, 조기(구이, 조림)]의 1회 평균섭취량"
998,FF_ANCH,"[멸치, 멸치볶음]의 최근 1년간 평균섭취빈도"
999,FA_ANCH,"[멸치, 멸치볶음]의 1회 평균섭취량"
1000,FF_SQUID,"[오징어, 오징어채, 마른 오징어]의 최근 1년간 평균섭취빈도"
1001,FA_SQUID,"[오징어, 오징어채, 마른 오징어]의 1회 평균섭취량"
1002,FF_SCRAB,[게장]의 최근 1년간 평균섭취빈도
1003,FA_SCRAB,[게장]의 1회 평균섭취량
1004,FF_SFISH,"[새우젓, 오징어젓, 조개젓]의 최근 1년간 평균섭취빈도"
1005,FA_SFISH,"[새우젓, 오징어젓, 조개젓]의 1회 평균섭취량"
1006,FF_FPASTE,"[어묵(볶음, 국)]의 최근 1년간 평균섭취빈도"
1007,FA_FPASTE,"[어묵(볶음, 국)]의 1회 평균섭취량"
1008,FF_SPROU,"[콩나물(무침, 국), 숙주나물]의 최근 1년간 평균섭취빈도"
1009,FA_SPROU,"[콩나물(무침, 국), 숙주나물]의 1회 평균섭취량"
1010,FF_SPINAC,[시금치나물]의 최근 1년간 평균섭취빈도
1011,FA_SPINAC,[시금치나물]의 1회 평균섭취량
1012,FF_BELLFI,"[도라지(생채, 나물)]의 최근 1년간 평균섭취빈도"
1013,FA_BELLFI,"[도라지(생채, 나물)]의 1회 평균섭취량"
1014,FF_PUMPKI,"[호박(나물, 전)]의 최근 1년간 평균섭취빈도"
1015,FA_PUMPKI,"[호박(나물, 전)]의 1회 평균섭취량"
1016,FF_OVEG,[기타 나물]의 최근 1년간 평균섭취빈도
1017,FA_OVEG,[기타 나물]의 1회 평균섭취량
1018,FF_CUCUMB,"[오이(생채, 생오이)]의 최근 1년간 평균섭취빈도"
1019,FA_CUCUMB,"[오이(생채, 생오이)]의 1회 평균섭취량"
1020,FF_RADI,"[무(생채,단무지,무말랭이)]의 최근 1년간 평균섭취빈도"
1021,FA_RADI,"[무(생채,단무지,무말랭이)]의 1회 평균섭취량"
1022,FF_VSALAD,[채소샐러드]의 최근 1년간 평균섭취빈도
1023,FA_VSALAD,[채소샐러드]의 1회 평균섭취량
1024,FF_GREENO,"[파무침, 부추무침]의 최근 1년간 평균섭취빈도"
1025,FA_GREENO,"[파무침, 부추무침]의 1회 평균섭취량"
1026,FF_RAWVEG,"[쌈채소, 풋고추]의 최근 1년간 평균섭취빈도"
1027,FA_RAWVEG,"[쌈채소, 풋고추]의 1회 평균섭취량"
1028,FF_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 최근 1년간 평균섭취빈도"
1029,FA_BROCOL,"[삶은 브로콜리, 삶은 양배추]의 1회 평균섭취량"
1030,FF_GARLIC,[마늘]의 최근 1년간 평균섭취빈도
1031,FA_GARLIC,[마늘]의 1회 평균섭취량
1032,FF_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 최근 1년간 평균섭취빈도"
1033,FA_FER_BN,"[쌈장(고추장, 된장, 혼합장), 초고추장]의 1회 평균섭취량"
1034,FF_KIMCHI,[배추김치]의 최근 1년간 평균섭취빈도
1035,FA_KIMCHI,[배추김치]의 1회 평균섭취량
1036,FF_OKIMCH,"[기타김치, 겉절이]의 최근 1년간 평균섭취빈도"
1037,FA_OKIMCH,"[기타김치, 겉절이]의 1회 평균섭취량"
1038,FF_SVEG,"[장아찌, 오이피클]의 최근 1년간 평균섭취빈도"
1039,FA_SVEG,"[장아찌, 오이피클]의 1회 평균섭취량"
1040,FF_ROOT,"[연근조림, 우엉조림]의 최근 1년간 평균섭취빈도"
1041,FA_ROOT,"[연근조림, 우엉조림]의 1회 평균섭취량"
1042,FF_PCAKE,"[부침개류(부추전, 김치전 등)]의 최근 1년간 평균섭취빈도"
1043,FA_PCAKE,"[부침개류(부추전, 김치전 등)]의 1회 평균섭취량"
1044,FF_F_VEG,[잡채]의 최근 1년간 평균섭취빈도
1045,FA_F_VEG,[잡채]의 1회 평균섭취량
1046,FF_MUSHRO,[버섯볶음]의 최근 1년간 평균섭취빈도
1047,FA_MUSHRO,[버섯볶음]의 1회 평균섭취량
1048,FF_LAV,"[김구이, 생김, 김무침]의 최근 1년간 평균섭취빈도"
1049,FA_LAV,"[김구이, 생김, 김무침]의 1회 평균섭취량"
1050,FF_GLAV,"[파래무침, 미역초무침]의 최근 1년간 평균섭취빈도"
1051,FA_GLAV,"[파래무침, 미역초무침]의 1회 평균섭취량"
1052,FF_F_SWED,[미역줄기볶음]의 최근 1년간 평균섭취빈도
1053,FA_F_SWED,[미역줄기볶음]의 1회 평균섭취량
1054,FF_F_POTA,"[감자볶음, 감자조림]의 최근 1년간 평균섭취빈도"
1055,FA_F_POTA,"[감자볶음, 감자조림]의 1회 평균섭취량"
1056,FF_S_POTA,"[찐감자, 군감자]의 최근 1년간 평균섭취빈도"
1057,FA_S_POTA,"[찐감자, 군감자]의 1회 평균섭취량"
1058,FF_SWPOTA,"[찐고구마, 군고구마]의 최근 1년간 평균섭취빈도"
1059,FA_SWPOTA,"[찐고구마, 군고구마]의 1회 평균섭취량"
1060,FF_CORN,"[찐옥수수, 군옥수수]의 최근 1년간 평균섭취빈도"
1061,FA_CORN,"[찐옥수수, 군옥수수]의 1회 평균섭취량"
1062,FF_MILK,"[우유(일반, 저지방)]의 최근 1년간 평균섭취빈도"
