,dis,var,Cor,dis_설명,var_설명
222,DK4_PR,DC11_PT,-0.577,간경변증 현재유병 여부 ,기타암1 치료 여부 
244,DK4_PR,DJ6_PT,0.5,간경변증 현재유병 여부 ,부비동염 치료
514,DK4_PR,BD2_31,-0.464,간경변증 현재유병 여부 ,(만12세이상) 폭음 빈도
217,DK4_PR,DC11_PR,-0.577,간경변증 현재유병 여부 ,기타암1 현재 유병 여부 
203,DK4_PR,DJ4_PT,0.612,간경변증 현재유병 여부 ,천식 치료 
87,DK8_PR,DI6_PT,-0.44,B형간염 현재 유병 여부 ,협심증 치료
293,DK8_PR,BA2_2_2,1.0,B형간염 현재 유병 여부 ,(성인) 1년간 음주운전 횟수: 자전거
479,DK8_PR,BD2_32,-0.417,B형간염 현재 유병 여부 ,(성인) 여자 폭음 빈도
297,DK8_PR,DF2_PT,0.707,B형간염 현재 유병 여부 ,우울증 치료 
79,DK8_PR,DI4_PT,-0.452,B형간염 현재 유병 여부 ,심근경색증 또는 협심증 치료
52,DK8_PR,DI3_PT,-0.447,B형간염 현재 유병 여부 ,뇌졸중 치료 
192,DK8_PR,DC6_PT,0.5,B형간염 현재 유병 여부 ,폐암 치료 여부 
414,DK8_PR,BE3_87,-0.471,B형간염 현재 유병 여부 ,여가_중강도 신체활동 시간(시간)
469,DK8_PR,BO1_2,0.44,B형간염 현재 유병 여부 ,(성인) 1년간 체중 감소량
286,DK8_PR,AC8_1_01,0.645,B형간염 현재 유병 여부 ,손상1 치료
329,DK8_PR,AC3_2_01,-0.928,B형간염 현재 유병 여부 ,손상1 발생시기-월
344,DK8_PR,DI3_2,0.707,B형간염 현재 유병 여부 ,뇌졸중 후유증
477,DK8_PR,LQ4_09,-0.565,B형간염 현재 유병 여부 ,"활동제한 사유(성인): 등, 목의 문제"
454,DK8_PR,LQ1_MN,0.606,B형간염 현재 유병 여부 ,최근 1달간 와병일수
351,DK8_PR,DK8_PT,0.88,B형간염 현재 유병 여부 ,B형간염 치료 
480,DK8_PR,HE_HEPAB,0.59,B형간염 현재 유병 여부 ,B형간염표면항원 양성여부(10세이상)
481,DK8_PR,LK_LB_EF,-0.548,B형간염 현재 유병 여부 ,영양표시 영향여부
347,DK8_PR,DE2_PT,0.5,B형간염 현재 유병 여부 ,갑상선 질환 치료 
472,DK8_PR,BS3_2,0.935,B형간염 현재 유병 여부 ,(성인) 하루평균 흡연량
228,DK8_PR,BS5_4,-0.784,B형간염 현재 유병 여부 ,(성인) 니코틴의존
417,DK8_PR,BE3_88,0.48,B형간염 현재 유병 여부 ,여가_중강도 신체활동 시간(분)
438,DK8_PR,M_2_RS,-0.533,B형간염 현재 유병 여부 ,필요 의료서비스 미충족 사유 
507,DK9_PR,BS8_2,-1.0,C형간염 현재유병 여부 ,(성인) 직장실내 간접흡연 노출 여부
287,DK9_PR,AC8_1_01,-0.408,C형간염 현재유병 여부 ,손상1 치료
56,DK9_PR,DK9_PT,0.626,C형간염 현재유병 여부 ,C형간염 치료 
462,DK9_PR,N_DIET_WHY,-0.926,C형간염 현재유병 여부 ,식사요법이유
431,DK9_PR,EC_OCCP,-1.0,C형간염 현재유병 여부 ,(취업자) 표준직업분류 대분류 코드
508,DK9_PR,BS12_43,-1.0,C형간염 현재유병 여부 ,(성인) 현재사용담배종류: 시가
445,DK9_PR,HE_ALT,0.442,C형간염 현재유병 여부 ,ALT(SGPT)
439,DK9_PR,M_2_RS,-0.5,C형간염 현재유병 여부 ,필요 의료서비스 미충족 사유 
510,DK9_PR,BS12_37,-0.832,C형간염 현재유병 여부 ,(성인) 평생사용담배종류: 찐담배
443,DK9_PR,HE_AST,0.537,C형간염 현재유병 여부 ,AST(SGOT)
427,DK9_PR,BS5_1,0.471,C형간염 현재유병 여부 ,(성인) 1개월내 금연계획
509,DK9_PR,BS12_46,1.0,C형간염 현재유병 여부 ,(성인) 현재사용담배종류: 피운 적 없음
202,DK9_PR,DJ4_PT,1.0,C형간염 현재유병 여부 ,천식 치료 
298,DK9_PR,DF2_PT,-0.5,C형간염 현재유병 여부 ,우울증 치료 
53,DK9_PR,DI3_PT,-0.612,C형간염 현재유병 여부 ,뇌졸중 치료 
354,DK9_PR,DH4_PT,-0.5,C형간염 현재유병 여부 ,중이염 치료
505,DK9_PR,BS5_21,-0.408,C형간염 현재유병 여부 ,(성인) 금연방법: 의지로
491,DK9_PR,DR_MONTH,-0.432,C형간염 현재유병 여부 ,월간음주율
490,DK9_PR,BD7_66,0.447,C형간염 현재유병 여부 ,1년간 타인의 음주로 인한 피해 여부: 기타
489,DK9_PR,BD7_61,0.447,C형간염 현재유병 여부 ,1년간 타인의 음주로 인한 피해 여부: 소란
488,DK9_PR,LQ4_28,0.632,C형간염 현재유병 여부 ,"활동제한 사유(성인): 무릎, 다리통증(관절염 제외)"
110,DK9_PR,DJ4_3,-1.0,C형간염 현재유병 여부 ,천식 약복용
486,DK9_PR,LQ4_07,0.632,C형간염 현재유병 여부 ,활동제한 사유(성인): 당뇨병
506,DK9_PR,BS5_34,0.408,C형간염 현재유병 여부 ,(성인) 금연방법: 병의원을 통해 니코틴 대체용품 구입
485,DK9_PR,LQ4_01,0.632,C형간염 현재유병 여부 ,"활동제한 사유: 골절, 관절부상"
121,DK9_PR,DL1_PT,1.0,C형간염 현재유병 여부 ,아토피피부염 치료 
482,DK9_PR,KSTRATA,-0.461,C형간염 현재유병 여부 ,분산추정 층 
474,DK9_PR,BS6_4,-0.566,C형간염 현재유병 여부 ,(성인) 과거흡연자 금연기간(월 환산)
476,DK9_PR,BS6_4_1,-0.566,C형간염 현재유병 여부 ,(성인) 과거흡연자 금연기간(연)
154,DK9_PR,BA2_2_1,0.5,C형간염 현재유병 여부 ,(성인) 1년간 음주운전 여부: 자전거
492,DK9_PR,BA2_2_5,-0.632,C형간염 현재유병 여부 ,(성인) 1년간 음주운전 여부: 자동차
330,DK9_PR,AC3_2_01,-0.736,C형간염 현재유병 여부 ,손상1 발생시기-월
388,DK9_PR,BM14_1,-0.791,C형간염 현재유병 여부 ,치과진료 미치료 이유
504,DK9_PR,BS6_3,-0.839,C형간염 현재유병 여부 ,(성인) 과거흡연자 하루평균 흡연량
409,DK9_PR,BA1_3,0.457,C형간염 현재유병 여부 ,자전거 헬멧 이용 여부
503,DK9_PR,BS6_2_1,0.769,C형간염 현재유병 여부 ,(성인) 과거흡연자 흡연기간(연)
502,DK9_PR,BS6_2,0.769,C형간염 현재유병 여부 ,(성인) 과거흡연자 흡연기간(월 환산)
501,DK9_PR,WT_OE,0.759,C형간염 현재유병 여부 ,검진구강조사 가중치
500,DK9_PR,L_OUT_FQ,-0.46,C형간염 현재유병 여부 ,외식 횟수
493,DK9_PR,BP_PHQ_8,-0.447,C형간염 현재유병 여부 ,(성인) PHQ-9 문항8
404,DK9_PR,BH2_63,0.463,C형간염 현재유병 여부 ,(성인) 암검진_본인부담특정
498,DK9_PR,HE_BPLT,-0.686,C형간염 현재유병 여부 ,혈소판
497,DK9_PR,HE_WBC,-0.405,C형간염 현재유병 여부 ,백혈구
496,DK9_PR,HE_TG,-0.565,C형간염 현재유병 여부 ,중성지방
392,DK9_PR,L_LN_TO,0.5,C형간염 현재유병 여부 ,최근 1년 동안 점심식사 시 가족 및 가족 외 사람과의 동반 여부
495,DK9_PR,HE_CHOL,-0.497,C형간염 현재유병 여부 ,총콜레스테롤
494,DK9_PR,HE_HBA1C,0.403,C형간염 현재유병 여부 ,당화혈색소
324,DK9_PR,BM13_1,-0.447,C형간염 현재유병 여부 ,치아손상 사유: 운동
499,DK9_PR,HE_COUGH1,0.435,C형간염 현재유병 여부 ,연속 3개월이상 기침 경험여부
1,DL1_PR,DI1_PT,0.444,아토피피부염 현재 유병 여부 ,고혈압 치료
3,DL1_PR,DI1_2,-0.419,아토피피부염 현재 유병 여부 ,혈압조절제 복용
250,DL1_PR,DC4_PT,-1.0,아토피피부염 현재 유병 여부 ,유방암 치료 여부 
333,DL1_PR,BE3_83,-0.5,아토피피부염 현재 유병 여부 ,일_중강도 신체활동 시간(시간)
172,DL1_PR,BE3_76,0.522,아토피피부염 현재 유병 여부 ,여가_고강도 신체활동 일수
321,DL1_PR,AC3,-1.0,아토피피부염 현재 유병 여부 ,손상 횟수
140,DL1_PR,DM3_PT,-1.0,아토피피부염 현재 유병 여부 ,류마티스성 관절염 치료
316,DL1_PR,LQ4_10,-0.402,아토피피부염 현재 유병 여부 ,활동제한 사유(성인): 암
315,DL1_PR,LQ4_04,-0.402,아토피피부염 현재 유병 여부 ,활동제한 사유: 심장질환
326,DL1_PR,AC3_2_01,0.424,아토피피부염 현재 유병 여부 ,손상1 발생시기-월
331,DL1_PR,BE3_82,-0.5,아토피피부염 현재 유병 여부 ,일_중강도 신체활동 일수
119,DL1_PR,DL1_PT,0.46,아토피피부염 현재 유병 여부 ,아토피피부염 치료 
84,DL1_PR,DI5_PT,-0.447,아토피피부염 현재 유병 여부 ,심근경색증 치료
68,DL1_PR,BE3_78,-0.404,아토피피부염 현재 유병 여부 ,여가_고강도 신체활동 시간(분)
60,DL1_PR,BE3_77,0.577,아토피피부염 현재 유병 여부 ,여가_고강도 신체활동 시간(시간)
199,DL1_PR,DJ4_PT,0.433,아토피피부염 현재 유병 여부 ,천식 치료 
284,DL1_PR,AC8_1_01,-0.471,아토피피부염 현재 유병 여부 ,손상1 치료
220,DL1_PR,DC11_PT,-1.0,아토피피부염 현재 유병 여부 ,기타암1 치료 여부 
278,DL1_PR,BE3_84,0.756,아토피피부염 현재 유병 여부 ,일_중강도 신체활동 시간(분)
263,DL1_PR,BS3_3,-0.5,아토피피부염 현재 유병 여부 ,(성인) 가끔흡연자 최근 1달간 흡연일수
246,DL1_PR,LK_LB_IT,0.444,아토피피부염 현재 유병 여부 ,영양표시 중 관심영양소
323,DL1_PR,BM13_1,-0.527,아토피피부염 현재 유병 여부 ,치아손상 사유: 운동
325,DL1_PR,AC3_1_01,-0.415,아토피피부염 현재 유병 여부 ,손상1 발생시기-년도
124,DM2_PR,DM1_PR,0.984,골관절염 현재 유병 여부 ,관절염 현재 유병 여부
168,DM3_PR,BE3_76,-0.685,류마티스성 관절염 현재 유병 여부,여가_고강도 신체활동 일수
157,DM3_PR,HE_PFTTR,-0.577,류마티스성 관절염 현재 유병 여부,만성폐쇄성폐질환 치료 여부
164,DM3_PR,DC3_PT,-1.0,류마티스성 관절염 현재 유병 여부,대장암 치료 여부 
45,DM3_PR,BA2_2_6,-0.968,류마티스성 관절염 현재 유병 여부,(성인) 1년간 음주운전 횟수: 자동차
58,DM3_PR,BE3_77,-0.612,류마티스성 관절염 현재 유병 여부,여가_고강도 신체활동 시간(시간)
65,DM3_PR,BE3_78,0.464,류마티스성 관절염 현재 유병 여부,여가_고강도 신체활동 시간(분)
82,DM3_PR,DI5_PT,0.461,류마티스성 관절염 현재 유병 여부,심근경색증 치료
166,DM3_PR,DC7_PT,-0.471,류마티스성 관절염 현재 유병 여부,갑상선암 치료 여부 
139,DM3_PR,DM3_PT,0.439,류마티스성 관절염 현재 유병 여부,류마티스성 관절염 치료
125,DM3_PR,DM1_PR,0.771,류마티스성 관절염 현재 유병 여부,관절염 현재 유병 여부
155,DM3_PR,HE_SPUT2,-0.617,류마티스성 관절염 현재 유병 여부,연속 3개월이상 가래 경험기간
153,DM3_PR,BA2_2_1,0.413,류마티스성 관절염 현재 유병 여부,(성인) 1년간 음주운전 여부: 자전거
176,DM4_PR,DM4_PT,0.494,골다공증 현재 유병 여부,골다공증 치료
17,DM4_PR,AC3_2_02,0.741,골다공증 현재 유병 여부,손상2 발생시기-월
42,DM4_PR,BA2_2_4,-0.527,골다공증 현재 유병 여부,(성인) 1년간 음주운전 횟수: 오토바이
55,DM4_PR,DK9_PT,-0.516,골다공증 현재 유병 여부,C형간염 치료 
59,DM4_PR,BE3_77,-0.42,골다공증 현재 유병 여부,여가_고강도 신체활동 시간(시간)
66,DM4_PR,BE3_78,0.821,골다공증 현재 유병 여부,여가_고강도 신체활동 시간(분)
193,DM4_PR,AC3_1_02,-0.436,골다공증 현재 유병 여부,손상2 발생시기-년도
188,DM4_PR,DC6_PT,0.471,골다공증 현재 유병 여부,폐암 치료 여부 
101,DM4_PR,BE3_74,-0.479,골다공증 현재 유병 여부,일_고강도 신체활동 시간(분)
